dateRep,cases,deaths,country,median_age,gdp_per_capita,diabetes_prevalence,curative_beds_per_hundred_thousand,life_expectancy,testing_rate,positivity_rate,Population,cases_per_capita,deaths_per_capita,severity_ratio
08/02/2021,10467,287,Austria,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.4266908655258723,0.02734148259392104,8877067.0,0.12742169925647762,0.0323,1.1110844298399036
01/02/2021,9451,291,Austria,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.4266908655258723,0.02734148259392104,8877067.0,0.11505326069293682,0.0328,1.0781464143489625
25/01/2021,10421,348,Austria,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.4266908655258723,0.02734148259392104,8877067.0,0.1268617108963173,0.0392,1.109593141736967
18/01/2021,11406,383,Austria,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.4266908655258723,0.02734148259392104,8877067.0,0.13885276599975002,0.0431,1.1415261587237555
11/01/2021,15133,378,Austria,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.4266908655258723,0.02734148259392104,8877067.0,0.18422399683273866,0.0426,1.2623529143681815
04/01/2021,13188,381,Austria,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.4266908655258723,0.02734148259392104,8877067.0,0.1605462281259603,0.0429,1.1992973630592445
28/12/2020,15164,656,Austria,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.4266908655258723,0.02734148259392104,8877067.0,0.18460138029284667,0.0739,1.2633579128723342
21/12/2020,16186,816,Austria,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.4266908655258723,0.02734148259392104,8877067.0,0.19704286081640837,0.0919,1.296490444202789
14/12/2020,19060,668,Austria,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.4266908655258723,0.02734148259392104,8877067.0,0.23202995966642428,0.0753,1.389663531329722
07/12/2020,22794,828,Austria,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.4266908655258723,0.02734148259392104,8877067.0,0.2774864061194373,0.0933,1.5107172221202472
