island,locality,area,price,beds,size,floor,date
Mallorca,Palma de Mallorca,La Soledat,177000,3,91,1,2020-09-09
Mallorca,Manacor,Porto Cristo,189000,4,120,4,2020-09-09
Mallorca,Manacor,Manacor Centro,85000,2,86,4,2020-09-09
Mallorca,Palma de Mallorca,Foners,117500,2,86,4,2020-09-09
Mallorca,Inca,Blanquer,153000,3,135,2,2020-09-09
Mallorca,Palma de Mallorca,Ses Cadenes-Arenal,164000,3,86,1,2020-09-09
Mallorca,Capdepera,,189000,2,97,2,2020-09-09
Mallorca,Palma de Mallorca,Pere Garau,159900,3,70,2,2020-09-09
Mallorca,Palma de Mallorca,El Forti,197000,2,90,7,2020-09-09
Mallorca,Puerto de Pollença,1,190000,3,90,1,2020-09-09
Mallorca,Inca,Gran Via de Colom,167000,3,110,2,2020-09-09
Mallorca,Palma de Mallorca,La Soledat,159000,2,86,4,2020-09-09
Mallorca,Inca,Gran Via de Colom,174000,3,125,1,2020-09-09
Mallorca,Palma de Mallorca,Son Roca - Son Ximelis - Son Anglada,114000,3,83,3,2020-09-09
Mallorca,Palma de Mallorca,Son Gotleu,127000,3,99,1,2020-09-09
Mallorca,Inca,Son Amonda - Reis Catòlics,180000,3,87,2,2020-09-09
Mallorca,Palma de Mallorca,Son Serra - La Vileta - Son Pereto,170000,2,65,1,2020-09-09
Mallorca,Alcúdia,Port d'Alcúdia - Platja d'Alcúdia,162000,2,68,2,2020-09-09
Mallorca,Palma de Mallorca,Son Roca - Son Ximelis - Son Anglada,110000,3,75,2,2020-09-09
Mallorca,Palma de Mallorca,Sa Indiotería - Son Castelló,173000,2,75,5,2020-09-09
Mallorca,Palma de Mallorca,Camp Redo,165000,3,70,6,2020-09-09
Mallorca,Palma de Mallorca,Son Gotleu,84500,3,85,2,2020-09-09
Mallorca,Campos,plaza de s'estacio,146000,2,94,3,2020-09-09
Mallorca,Inca,Gran Via de Colom,195000,3,110,3,2020-09-09
Mallorca,Llucmajor,S'Arenal,200000,3,119,8,2020-09-09
Mallorca,Palma de Mallorca,Pere Garau,187000,4,94,2,2020-09-09
Mallorca,Calvià,Son Ferrer,175000,2,65,2,2020-09-09
Mallorca,Palma de Mallorca,La Bonanova - Porto Pi,170000,2,70,1,2020-09-09
Mallorca,Alcúdia,Port d'Alcúdia - Platja d'Alcúdia,180000,2,79,7,2020-09-09
Mallorca,Felanitx,Felanitx centro,117000,2,80,2,2020-09-09
Mallorca,Palma de Mallorca,El Vivero,199000,3,105,3,2020-09-09
Mallorca,Palma de Mallorca,Son Roca - Son Ximelis - Son Anglada,125000,3,90,2,2020-09-09
Mallorca,Palma de Mallorca,Plaça de Toros,183000,2,70,2,2020-09-09
Mallorca,Calvià,Santa Ponça,142000,2,42,4,2020-09-09
Mallorca,Palma de Mallorca,Pere Garau,150000,3,68,5,2020-09-09
Mallorca,Inca,Blanquer,175000,3,116,3,2020-09-09
Mallorca,Pobla (Sa),,175000,3,85,2,2020-09-09
Mallorca,Palma de Mallorca,Camp d'En Serralta ,143000,2,50,1,2020-09-09
Mallorca,Llucmajor,S'Arenal,173000,4,155,4,2020-09-09
Mallorca,Palma de Mallorca,Pere Garau,158000,3,102,6,2020-09-09
Mallorca,Inca,Centro,190000,3,95,2,2020-09-09
Mallorca,Palma de Mallorca,Son Cotoner,187000,2,56,2,2020-09-09
Mallorca,Palma de Mallorca,Son Roca - Son Ximelis - Son Anglada,115000,3,80,4,2020-09-09
Mallorca,Alcúdia,Port d'Alcúdia - Platja d'Alcúdia,196500,3,100,2,2020-09-09
Mallorca,Palma de Mallorca,Foners,159500,2,68,4,2020-09-09
Mallorca,Palma de Mallorca,Son Dameto,191000,4,115,1,2020-09-09
Mallorca,Palma de Mallorca,Son Oliva,145000,2,77,2,2020-09-09
Mallorca,Colonia de Sant Jordi,,199900,2,99,2,2020-09-09
Mallorca,Sant Joan,,199000,3,127,3,2020-09-09
Mallorca,Inca,Cristo Rey - Parque Europa,124000,3,102,2,2020-09-09
Mallorca,Palma de Mallorca,El Vivero,137000,3,68,1,2020-09-09
Mallorca,Palma de Mallorca,Nou Llevant,190000,3,93,3,2020-09-09
Mallorca,Cala d'Or,,199500,2,78,1,2020-09-09
Mallorca,Llucmajor,Llucmajor Interior,199000,3,104,4,2020-09-09
Mallorca,Santa Margalida,,130000,2,85,2,2020-09-09
Mallorca,Palma de Mallorca,Hostalets - Son Fortesa Sud,179000,3,100,2,2020-09-09
Mallorca,Palma de Mallorca,Cas Capiscol,199500,3,121,3,2020-09-09
Mallorca,Llucmajor,Llucmajor Interior,179000,2,75,1,2020-09-09
Mallorca,Manacor,Porto Cristo,148500,3,160,1,2020-09-09
Mallorca,Manacor,Manacor Centro,154500,3,105,4,2020-09-09
Mallorca,Manacor,Manacor Centro,164000,4,137,4,2020-09-09
Mallorca,Manacor,Manacor Centro,126000,3,150,2,2020-09-09
Mallorca,Llucmajor,Cala Pi-Vallgornera,199000,2,80,1,2020-09-09
Mallorca,Pobla (Sa),,148600,2,92,1,2020-09-09
Mallorca,Palma de Mallorca,Camp d'En Serralta ,169000,3,70,6,2020-09-09
Mallorca,Palma de Mallorca,Foners,180000,3,60,1,2020-09-09
Mallorca,Palma de Mallorca,Pere Garau,169000,3,110,1,2020-09-09
Mallorca,Palma de Mallorca,El Vivero,180000,2,79,2,2020-09-09
Mallorca,Calvià,Son Ferrer,192000,3,85,1,2020-09-09
Mallorca,Inca,Son Amonda - Reis Catòlics,119900,4,140,8,2020-09-09
Mallorca,Marratxi,Pont d'Inca,180000,2,79,2,2020-09-09
Mallorca,Palma de Mallorca,Son Roca - Son Ximelis - Son Anglada,115000,3,85,4,2020-09-09
Mallorca,Inca,Gran Via de Colom,129000,3,89,3,2020-09-09
Mallorca,Inca,Cristo Rey - Parque Europa,190000,2,111,1,2020-09-09
Mallorca,Palma de Mallorca,Son Roca - Son Ximelis - Son Anglada,115000,3,81,4,2020-09-09
Mallorca,Palma de Mallorca,Son Canals - Can Capes,195000,3,100,1,2020-09-09
Mallorca,Palma de Mallorca,La Soledat,140000,3,98,1,2020-09-09
Mallorca,Calvià,Magaluf,169900,2,63,1,2020-09-09
Mallorca,Calvià,Santa Ponça,144800,2,43,4,2020-09-09
Mallorca,Marratxi,Pont d'Inca,123500,2,66,2,2020-09-09
Mallorca,Palma de Mallorca,Portixol-Molinar,175000,3,75,2,2020-09-09
Mallorca,Capdepera,calle de Son Poca Palla,170000,3,95,2,2020-09-09
Mallorca,Capdepera,calle de Sa Teulera,195000,3,118,1,2020-09-09
Mallorca,Inca,Gran Via de Colom,135000,2,60,1,2020-09-09
Mallorca,Llucmajor,S'Arenal,157000,3,76,8,2020-09-09
Mallorca,Montuiri,,175000,2,123,3,2020-09-09
Mallorca,Inca,Son Amonda - Reis Catòlics,150000,2,106,2,2020-09-09
Mallorca,Inca,Gran Via de Colom,175000,3,140,5,2020-09-09
Mallorca,Santa Margalida,,134400,3,105,2,2020-09-09
Mallorca,Inca,Son Amonda - Reis Catòlics,153000,2,71,1,2020-09-09
Mallorca,Llucmajor,Sa Torre,177000,2,75,1,2020-09-09
Mallorca,Calvià,Magaluf,147000,2,60,2,2020-09-09
Mallorca,Palma de Mallorca,Pere Garau,173000,3,83,1,2020-09-09
Mallorca,Inca,Cristo Rey - Parque Europa,168000,2,75,1,2020-09-09
Mallorca,Palma de Mallorca,El Terreno,195000,2,67,2,2020-09-09
Mallorca,Palma de Mallorca,Nou Llevant,169000,3,100,3,2020-09-09
Mallorca,Manacor,Porto Cristo,162750,3,129,3,2020-09-09
Mallorca,Palma de Mallorca,Rafal Vell,189500,3,90,1,2020-09-09
Mallorca,Palma de Mallorca,Pere Garau,169000,3,86,1,2020-09-09
Mallorca,Manacor,Manacor Centro,139500,3,141,1,2020-09-09
Mallorca,Palma de Mallorca,El Vivero,149000,3,84,3,2020-09-09
Mallorca,Palma de Mallorca,Foners,167000,3,65,6,2020-09-09
Mallorca,Palma de Mallorca,Son Gotleu,137200,3,79,2,2020-09-09
Mallorca,Palma de Mallorca,Son Canals - Can Capes,170000,3,89,1,2020-09-09
Mallorca,Campos,calle Manacor,179000,3,110,3,2020-09-09
Mallorca,Inca,Cristo Rey - Parque Europa,167000,3,114,1,2020-09-09
Mallorca,Palma de Mallorca,Pere Garau,163000,3,73,4,2020-09-09
Mallorca,Palma de Mallorca,Pere Garau,179000,3,80,2,2020-09-09
Mallorca,Palma de Mallorca,Son Cotoner,179000,2,119,3,2020-09-09
Mallorca,Calvià,Santa Ponça,192500,2,55,3,2020-09-09
Mallorca,Palma de Mallorca,Son Serra - La Vileta - Son Pereto,150000,3,77,4,2020-09-09
Mallorca,Calvià,Magaluf,157000,2,56,2,2020-09-09
Mallorca,Marratxi,Sa Cabana - Can Carbonell - Ses Cases Noves,198000,2,80,1,2020-09-09
Mallorca,Llucmajor,S'Arenal,199000,3,95,3,2020-09-09
Mallorca,Llucmajor,Sa Torre,175000,2,69,1,2020-09-09
Mallorca,Llucmajor,S'Arenal,160000,2,70,1,2020-09-09
Mallorca,Palma de Mallorca,Nou Llevant,190000,3,85,3,2020-09-09
Mallorca,Pobla (Sa),,189000,2,89,2,2020-09-09
Mallorca,Palma de Mallorca,Pere Garau,165000,3,76,4,2020-09-09
Mallorca,Llucmajor,Cala Pi-Vallgornera,190000,2,81,1,2020-09-09
Mallorca,Calvià,Santa Ponça,96000,2,45,4,2020-09-09
Mallorca,Palma de Mallorca,Nou Llevant,180000,3,95,1,2020-09-09
Mallorca,Palma de Mallorca,Son Cotoner,159000,2,62,1,2020-09-09
Mallorca,Palma de Mallorca,Son Oliva,176000,3,89,2,2020-09-09
Mallorca,Palma de Mallorca,Pere Garau,126000,2,72,3,2020-09-09
Mallorca,Inca,Son Amonda - Reis Catòlics,108000,4,100,3,2020-09-09
Mallorca,Llucmajor,Badia Blava-Badia Gran-Tolleric,159000,2,74,1,2020-09-09
Mallorca,Calvià,Son Ferrer,165000,2,60,1,2020-09-09
Mallorca,Villafranca de Bonany,82,165000,2,99,1,2020-09-09
Mallorca,Palma de Mallorca,Sant Agustí,199000,2,65,1,2020-09-09
Mallorca,Llucmajor,Llucmajor Interior,199000,3,104,4,2020-09-09
Mallorca,Palma de Mallorca,Pere Garau,177000,4,80,2,2020-09-09
Mallorca,Llucmajor,Badia Blava-Badia Gran-Tolleric,195000,2,118,1,2020-09-09
Mallorca,Llucmajor,Llucmajor Interior,159000,3,84,4,2020-09-09
Mallorca,Calvià,Palmanova,170000,2,65,2,2020-09-09
Mallorca,Palma de Mallorca,Sa Indiotería - Son Castelló,129900,2,96,2,2020-09-09
Mallorca,Inca,Centro,145000,2,70,2,2020-09-09
Mallorca,Palma de Mallorca,Son Dureta,188000,4,106,2,2020-09-09
Mallorca,Palma de Mallorca,Rafal Vell,175000,3,95,2,2020-09-09
Mallorca,Inca,Gran Via de Colom,131500,3,85,3,2020-09-09
Mallorca,Palma de Mallorca,Cas Capiscol,195000,2,72,4,2020-09-09
Mallorca,Llucmajor,Llucmajor Interior,190000,3,139,3,2020-09-09
Mallorca,Cala d'Or,,189500,2,80,1,2020-09-09
Mallorca,Calvià,Magaluf,190000,3,65,3,2020-09-09
Mallorca,Palma de Mallorca,Ses Cadenes-Arenal,196290,3,100,2,2020-09-09
Mallorca,Manacor,Porto Cristo,165000,3,79,2,2020-09-09
Mallorca,Inca,Gran Via de Colom,179900,3,90,1,2020-09-09
Mallorca,Palma de Mallorca,Sindicat,199500,2,60,3,2020-09-09
Mallorca,Manacor,Porto Cristo,127000,2,53,2,2020-09-09
Mallorca,Calvià,Magaluf,155000,2,56,2,2020-09-09
Mallorca,Manacor,Manacor Centro,187000,2,90,1,2020-09-09
Mallorca,Palma de Mallorca,Plaça de Toros,199000,2,82,1,2020-09-09
Mallorca,Santa Margalida,Can Picafort,168000,2,48,2,2020-09-09
Mallorca,Alaró,,199000,2,96,2,2020-09-09
Mallorca,Pobla (Sa),,168000,2,99,1,2020-09-09
Mallorca,Cala Millor,,170000,2,79,1,2020-09-09
Mallorca,Felanitx,Felanitx centro,180000,3,125,3,2020-09-09
Mallorca,Andratx,Andratx Pueblo,179000,2,84,1,2020-09-09
Mallorca,Felanitx,Felanitx centro,131000,3,97,3,2020-09-09
Mallorca,Felanitx,Felanitx centro,98000,3,117,3,2020-09-09
Mallorca,Felanitx,Felanitx centro,195000,3,171,1,2020-09-09
Mallorca,Colonia de Sant Jordi,4,180000,2,75,4,2020-09-09
Mallorca,Palma de Mallorca,Rafal Vell,169900,3,85,2,2020-09-09
Mallorca,Puerto de Pollença,,144000,2,65,3,2020-09-09
Mallorca,Alcúdia,Port d'Alcúdia - Platja d'Alcúdia,175000,3,100,1,2020-09-09
Mallorca,Inca,Son Amonda - Reis Catòlics,160000,2,75,2,2020-09-09
Mallorca,Arta,,149000,2,83,1,2020-09-09
Mallorca,Manacor,Manacor Centro,110000,3,93,1,2020-09-09
Mallorca,Palma de Mallorca,Son Canals - Can Capes,190000,3,80,1,2020-09-09
Mallorca,Pobla (Sa),,165000,4,182,2,2020-09-09
Mallorca,Palma de Mallorca,La Soledat,179000,3,123,1,2020-09-09
Mallorca,Binissalem,,180000,3,95,2,2020-09-09
Mallorca,Palma de Mallorca,Cas Capiscol,195000,2,79,7,2020-09-09
Mallorca,Inca,Son Amonda - Reis Catòlics,158000,3,102,2,2020-09-09
Mallorca,Palma de Mallorca,Foners,169700,4,96,4,2020-09-09
Mallorca,Palma de Mallorca,Camp d'En Serralta ,170000,3,89,2,2020-09-09
Mallorca,Palma de Mallorca,Foners,184000,2,75,1,2020-09-09
Mallorca,Llucmajor,Cala Pi-Vallgornera,169000,2,80,1,2020-09-09
Mallorca,Palma de Mallorca,Camp d'En Serralta ,190000,3,70,3,2020-09-09
Mallorca,Felanitx,Portocolom,180000,2,65,1,2020-09-09
Mallorca,Muro,santa ana,160000,2,95,2,2020-09-09
Mallorca,Andratx,Andratx Pueblo,179000,2,90,1,2020-09-09
Mallorca,Santa Margalida,Can Picafort,199000,3,110,2,2020-09-09
Mallorca,Pobla (Sa),,150000,3,115,1,2020-09-09
Mallorca,Son Servera,,140000,2,80,1,2020-09-09
Mallorca,Pobla (Sa),,168000,4,189,1,2020-09-09
Mallorca,Inca,Son Amonda - Reis Catòlics,195000,3,100,1,2020-09-09
Mallorca,Pobla (Sa),,144900,3,90,1,2020-09-09
Mallorca,Llucmajor,S'Arenal,189000,3,115,1,2020-09-09
Mallorca,Sa Coma,calle Ficus,199000,2,81,1,2020-09-09
Mallorca,Palma de Mallorca,Rafal Vell,196000,4,115,1,2020-09-09
Mallorca,Palma de Mallorca,Ses Cadenes-Arenal,179000,2,75,3,2020-09-09
Mallorca,Palma de Mallorca,Foners,168000,2,67,4,2020-09-09
Mallorca,Llucmajor,S'Arenal,177000,3,80,7,2020-09-09
Mallorca,Palma de Mallorca,Ses Cadenes-Arenal,179000,2,71,3,2020-09-09
Mallorca,Campos,,137500,3,100,1,2020-09-09
Mallorca,Llucmajor,Cala Pi-Vallgornera,190000,2,79,1,2020-09-09
Mallorca,Puerto de Pollença,,195000,3,120,1,2020-09-09
Mallorca,Palma de Mallorca,Nou Llevant,180000,3,95,6,2020-09-09
Mallorca,Palma de Mallorca,Rafal Vell,196000,3,87,1,2020-09-09
Mallorca,Llucmajor,S'Arenal,170000,3,130,6,2020-09-09
Mallorca,Palma de Mallorca,La Soledat,169500,3,102,4,2020-09-09
Mallorca,Campos,29,149000,3,89,2,2020-09-09
Mallorca,Cala d'Or,1,179000,2,95,2,2020-09-09
Mallorca,Andratx,Andratx Pueblo,159900,3,95,2,2020-09-09
Mallorca,Palma de Mallorca,Nou Llevant,165000,2,73,1,2020-09-09
Mallorca,Maria de la Salud,,173000,3,100,1,2020-09-09
Mallorca,Capdepera,,175000,3,95,2,2020-09-09
Mallorca,Sa Coma,3,180000,2,85,2,2020-09-09
Mallorca,Palma de Mallorca,Son Oliva,185000,3,90,2,2020-09-09
Mallorca,Palma de Mallorca,La Soledat,166253,3,90,3,2020-09-09
Mallorca,Andratx,Andratx Pueblo,200000,3,100,2,2020-09-09
Mallorca,Llucmajor,Llucmajor Interior,143000,3,127,3,2020-09-09
Mallorca,Llucmajor,Badia Blava-Badia Gran-Tolleric,155000,2,62,1,2020-09-09
Mallorca,Calvià,Santa Ponça,135000,2,42,4,2020-09-09
Mallorca,Manacor,Manacor Centro,195000,3,150,1,2020-09-09
Mallorca,Palma de Mallorca,Sa Indiotería - Son Castelló,135000,3,94,2,2020-09-09
Mallorca,Manacor,Manacor Centro,183000,3,125,2,2020-09-09
Mallorca,Palma de Mallorca,Bons Aires,178000,3,94,4,2020-09-09
Mallorca,Inca,Blanquer,159000,3,90,2,2020-09-09
Mallorca,Cala Ratjada,calle de San Roc,159000,2,60,Mezzanine,2020-09-09
Mallorca,Palma de Mallorca,Pere Garau,135000,2,70,2,2020-09-09
Mallorca,Inca,Centro,199000,3,211,1,2020-09-09
Mallorca,Llucmajor,S'Arenal,190000,3,120,2,2020-09-09
Mallorca,Palma de Mallorca,Foners,149000,2,77,1,2020-09-09
Mallorca,Llucmajor,Llucmajor Interior,196000,3,110,4,2020-09-09
Mallorca,Palma de Mallorca,Camp d'En Serralta ,199000,3,84,3,2020-09-09
Mallorca,Pobla (Sa),,173250,3,136,2,2020-09-09
Mallorca,Palma de Mallorca,Son Gotleu,138000,2,55,2,2020-09-09
Mallorca,Campos,,175000,3,102,3,2020-09-09
Mallorca,Felanitx,Felanitx centro,131000,3,113,3,2020-09-09
Mallorca,Palma de Mallorca,Rafal Vell,162500,3,90,2,2020-09-09
Mallorca,Palma de Mallorca,Rafal Vell,159000,3,80,2,2020-09-09
Mallorca,Cala d'Or,2,190000,3,80,1,2020-09-09
Mallorca,Pobla (Sa),,116600,3,92,1,2020-09-09
Mallorca,Llucmajor,S'Arenal,195000,3,171,6,2020-09-09
Mallorca,Palma de Mallorca,Son Roca - Son Ximelis - Son Anglada,133000,2,80,2,2020-09-09
Mallorca,Llucmajor,Badia Blava-Badia Gran-Tolleric,149000,2,48,1,2020-09-09
Mallorca,Pobla (Sa),,140000,3,101,1,2020-09-09
Mallorca,Palma de Mallorca,La Soledat,189000,4,102,1,2020-09-09
Mallorca,Inca,Son Amonda - Reis Catòlics,173250,3,100,2,2020-09-09
Mallorca,Llucmajor,S'Arenal,190000,4,130,4,2020-09-09
Mallorca,Capdepera,29,155000,2,75,1,2020-09-09
Mallorca,Campos,134,180000,2,110,1,2020-09-09
Mallorca,Palma de Mallorca,Camp d'En Serralta ,189000,2,66,2,2020-09-09
Mallorca,Pobla (Sa),,152000,2,124,2,2020-09-09
Mallorca,Palma de Mallorca,Bons Aires,190000,3,120,3,2020-09-09
Mallorca,Palma de Mallorca,El Forti,160000,3,110,4,2020-09-09
Mallorca,Palma de Mallorca,Rafal Vell,175000,4,140,2,2020-09-09
Mallorca,Llucmajor,S'Arenal,130000,2,70,1,2020-09-09
Mallorca,Llucmajor,Llucmajor Interior,195000,2,85,1,2020-09-09
Mallorca,Palma de Mallorca,Bons Aires,190000,3,120,6,2020-09-09
Mallorca,Palma de Mallorca,Son Armadams,110000,3,120,5,2020-09-09
Mallorca,Palma de Mallorca,Marqués de la Fontsanta,149000,2,75,7,2020-09-09
Mallorca,Palma de Mallorca,Son Cotoner,160000,2,70,5,2020-09-09
Mallorca,Palma de Mallorca,Pere Garau,159000,3,85,1,2020-09-09
Mallorca,Manacor,Manacor Centro,112000,3,100,2,2020-09-09
Mallorca,Palma de Mallorca,Nou Llevant,160000,2,80,1,2020-09-09
Mallorca,Palma de Mallorca,Nou Llevant,168900,2,85,1,2020-09-09
Mallorca,Son Servera,,169000,2,100,2,2020-09-09
Mallorca,Palma de Mallorca,Foners,185000,4,125,5,2020-09-09
Mallorca,Palma de Mallorca,Pere Garau,155000,3,73,4,2020-09-09
Mallorca,Muro,5,126000,3,95,2,2020-09-09
Mallorca,Palma de Mallorca,Camp d'En Serralta ,150000,2,70,3,2020-09-09
Mallorca,Manacor,Manacor Centro,190000,3,140,3,2020-09-09
Mallorca,Inca,Gran Via de Colom,181000,3,92,2,2020-09-09
Mallorca,Inca,Cristo Rey - Parque Europa,175000,2,94,1,2020-09-09
Mallorca,Cala d'Or,sense nom,189900,2,95,2,2020-09-09
Mallorca,Cala d'Or,,199000,2,107,2,2020-09-09
Mallorca,Palma de Mallorca,Cas Capiscol,149000,3,70,1,2020-09-09
Mallorca,Felanitx,Felanitx centro,120000,2,67,2,2020-09-09
Mallorca,Andratx,Andratx Pueblo,160000,3,104,3,2020-09-09
Mallorca,Llucmajor,S'Arenal,189000,3,131,3,2020-09-09
Mallorca,Palma de Mallorca,Pere Garau,179000,2,88,1,2020-09-09
Mallorca,Palma de Mallorca,Son Cladera - Son Fuster,168500,4,85,5,2020-09-09
Mallorca,Palma de Mallorca,L'Olivera - Amanecer,179000,2,80,1,2020-09-09
Mallorca,Palma de Mallorca,Foners,155000,3,91,2,2020-09-09
Mallorca,Sant Joan,Bonany,165000,2,100,1,2020-09-09
Mallorca,Palma de Mallorca,Ses Cadenes-Arenal,180000,4,110,2,2020-09-09
Mallorca,Palma de Mallorca,Ses Cadenes-Arenal,180000,4,110,1,2020-09-09
Mallorca,Palma de Mallorca,Nou Llevant,170000,3,95,1,2020-09-09
Mallorca,Palma de Mallorca,Pere Garau,155500,3,91,3,2020-09-09
Mallorca,Inca,Gran Via de Colom,178500,3,125,1,2020-09-09
Mallorca,Alcúdia,Port d'Alcúdia - Platja d'Alcúdia,147000,2,55,1,2020-09-09
Mallorca,Inca,Cristo Rey - Parque Europa,173250,3,106,2,2020-09-09
Mallorca,Inca,Blanquer,160000,3,95,2,2020-09-09
Mallorca,Palma de Mallorca,Son Canals - Can Capes,160000,2,75,2,2020-09-09
Mallorca,Andratx,Port d'Andratx,185000,2,60,20,2020-09-09
Mallorca,Manacor,Manacor Centro,165000,3,138,2,2020-09-09
Mallorca,Andratx,Andratx Pueblo,179000,2,95,1,2020-09-09
Mallorca,Inca,Son Amonda - Reis Catòlics,195000,3,140,3,2020-09-09
Mallorca,Llucmajor,Cala Pi-Vallgornera,190000,2,78,1,2020-09-09
Mallorca,Palma de Mallorca,Son Cotoner,200000,3,110,2,2020-09-09
Mallorca,Palma de Mallorca,Foners,180000,3,60,1,2020-09-09
Mallorca,Muro,2,135000,2,62,3,2020-09-09
Mallorca,Palma de Mallorca,Pere Garau,154000,2,75,1,2020-09-09
Mallorca,Cala Ratjada,36,170000,2,88,2,2020-09-09
Mallorca,Calvià,Magaluf,142000,2,70,1,2020-09-09
Mallorca,Palma de Mallorca,Bons Aires,167000,3,85,1,2020-09-09
Mallorca,Campos,66,165000,3,108,3,2020-09-09
Mallorca,Palma de Mallorca,Pere Garau,165000,3,86,1,2020-09-09
Mallorca,Palma de Mallorca,Camp d'En Serralta ,199000,3,82,3,2020-09-09
Mallorca,Palma de Mallorca,Rafal Nou - Estadi Balear - Son Malferit,188000,3,106,4,2020-09-09
Mallorca,Llucmajor,Badia Blava-Badia Gran-Tolleric,155000,2,80,1,2020-09-09
Mallorca,Campos,24,185000,2,94,1,2020-09-09
Mallorca,Palma de Mallorca,Son Gotleu,130000,2,50,2,2020-09-09
Mallorca,Felanitx,Portocolom,149900,2,65,1,2020-09-09
Mallorca,Palma de Mallorca,Pere Garau,148000,3,95,4,2020-09-09
Mallorca,Palma de Mallorca,Nou Llevant,199000,3,100,7,2020-09-09
Mallorca,Alcúdia,Port d'Alcúdia - Platja d'Alcúdia,168000,2,88,2,2020-09-09
Mallorca,Palma de Mallorca,La Soledat,195500,3,125,4,2020-09-09
Mallorca,Inca,Gran Via de Colom,167000,3,115,2,2020-09-09
Mallorca,Calvià,Santa Ponça,175000,2,67,3,2020-09-09
Mallorca,Inca,Gran Via de Colom,177000,3,110,2,2020-09-09
Mallorca,Palma de Mallorca,Pere Garau,170000,3,105,3,2020-09-09
Mallorca,Pobla (Sa),27,168000,3,132,1,2020-09-09
Mallorca,Palma de Mallorca,Pere Garau,172000,4,93,1,2020-09-09
Mallorca,Campos,17,160000,3,98,1,2020-09-09
Mallorca,Llucmajor,S'Arenal,122000,2,50,1,2020-09-09
Mallorca,Palma de Mallorca,Cas Capiscol,199500,4,110,4,2020-09-09
Mallorca,Manacor,Manacor Centro,159000,3,90,2,2020-09-09
Mallorca,Palma de Mallorca,Pere Garau,169000,3,90,1,2020-09-09
Mallorca,Marratxi,Sa Cabana - Can Carbonell - Ses Cases Noves,200000,2,85,1,2020-09-09
Mallorca,Sant Joan,,199000,3,164,3,2020-09-09
Mallorca,Montuiri,,191000,3,98,1,2020-09-09
Mallorca,Santa Margalida,Can Picafort,185000,3,72,2,2020-09-09
Mallorca,Santa Margalida,Can Picafort,200000,3,85,1,2020-09-09
Mallorca,Palma de Mallorca,Pere Garau,165000,3,73,3,2020-09-09
Mallorca,Llucmajor,Llucmajor Interior,140000,3,127,3,2020-09-09
Mallorca,Felanitx,Portocolom,178500,3,70,1,2020-09-09
Mallorca,Campos,,137500,2,80,2,2020-09-09
Mallorca,Palma de Mallorca,Son Gotleu,138000,3,85,1,2020-09-09
Mallorca,Marratxi,Sa Cabana - Can Carbonell - Ses Cases Noves,199500,3,110,3,2020-09-09
Mallorca,Inca,Centro,130000,2,92,1,2020-09-09
Mallorca,Llucmajor,Llucmajor Interior,198000,3,120,1,2020-09-09
Mallorca,Manacor,Manacor Centro,110000,3,98,2,2020-09-09
Mallorca,Campos,62,185000,3,100,2,2020-09-09
Mallorca,Pobla (Sa),,145000,2,81,2,2020-09-09
Mallorca,Pobla (Sa),,176000,3,107,1,2020-09-09
Mallorca,Inca,Cristo Rey - Parque Europa,189000,2,70,1,2020-09-09
Mallorca,Palma de Mallorca,Sindicat,199500,2,50,3,2020-09-09
Mallorca,Inca,Gran Via de Colom,122000,3,95,2,2020-09-09
Mallorca,Palma de Mallorca,Genova,159990,2,77,4,2020-09-09
Mallorca,Inca,Centro,175000,3,110,3,2020-09-09
Mallorca,Palma de Mallorca,La Soledat,198000,3,157,1,2020-09-09
Mallorca,Pobla (Sa),15,120000,2,85,1,2020-09-09
Mallorca,Palma de Mallorca,Pere Garau,185000,2,60,4,2020-09-09
Mallorca,Palma de Mallorca,Pere Garau,196000,3,95,3,2020-09-09
Mallorca,Inca,Cristo Rey - Parque Europa,180000,3,135,1,2020-09-09
Mallorca,Manacor,Manacor Centro,166000,2,100,2,2020-09-09
Mallorca,Alcúdia,Ciutat d'Alcúdia,165000,3,97,3,2020-09-09
Mallorca,Pobla (Sa),135,175000,4,93,2,2020-09-09
Mallorca,Pobla (Sa),157,112000,3,141,3,2020-09-09
Mallorca,Andratx,Andratx Pueblo,179000,2,110,1,2020-09-09
Mallorca,Puerto de Pollença,,199900,2,80,2,2020-09-09
Mallorca,Llucmajor,S'Arenal,200000,3,90,8,2020-09-09
Mallorca,Muro,,137000,2,60,3,2020-09-09
Mallorca,Alcúdia,Port d'Alcúdia - Platja d'Alcúdia,180000,3,100,1,2020-09-09
Mallorca,Llucmajor,S'Arenal,190000,3,125,4,2020-09-09
Mallorca,Andratx,Andratx Pueblo,139900,2,85,2,2020-09-09
Mallorca,Palma de Mallorca,Sta Catalina - El Jonquet,200000,2,82,2,2020-09-09
Mallorca,Palma de Mallorca,Camp Redo,185000,4,110,1,2020-09-09
Mallorca,Santa Margalida,Can Picafort,195000,3,120,2,2020-09-09
Mallorca,Palma de Mallorca,El Vivero,151000,3,72,3,2020-09-09
Mallorca,Palma de Mallorca,Son Gotleu,132500,3,114,4,2020-09-09
Mallorca,Palma de Mallorca,Ses Cadenes-Arenal,188000,2,77,2,2020-09-09
Mallorca,Palma de Mallorca,El Vivero,169000,3,90,3,2020-09-09
