dateRep,cases,deaths,country,median_age,gdp_per_capita,diabetes_prevalence,curative_beds_per_hundred_thousand,life_expectancy,testing_rate,positivity_rate,Population,cases_per_capita,deaths_per_capita,severity_ratio
22/06/2020,247,13,Austria,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.07205840358517152,0.1975586134445817,8877067.0,0.0030068940208607974,0.0015,1.3763745978088315
15/06/2020,170,5,Austria,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.07205840358517152,0.1975586134445817,8877067.0,0.002069522200592452,0.0006,1.3733670453923452
08/06/2020,226,4,Austria,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.07205840358517152,0.1975586134445817,8877067.0,0.002751247160787612,0.0005,1.3755543562406989
01/06/2020,203,28,Austria,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.07205840358517152,0.1975586134445817,8877067.0,0.002471252980707457,0.0032,1.3746559964279823
25/05/2020,285,11,Austria,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.07205840358517152,0.1975586134445817,8877067.0,0.003469493100993228,0.0012,1.3778588444559285
18/05/2020,367,11,Austria,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.07205840358517152,0.1975586134445817,8877067.0,0.004467733221278998,0.0012,1.381061692483875
11/05/2020,249,20,Austria,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.07205840358517152,0.1975586134445817,8877067.0,0.0030312413408677672,0.0023,1.3764527160534157
04/05/2020,349,56,Austria,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.07205840358517152,0.1975586134445817,8877067.0,0.0042486073412162685,0.0063,1.3803586282826186
27/04/2020,479,90,Austria,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.07205840358517152,0.1975586134445817,8877067.0,0.00583118314166932,0.0101,1.3854363141805826
20/04/2020,773,102,Austria,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.07205840358517152,0.1975586134445817,8877067.0,0.009410239182693913,0.0115,1.3969196961344388
13/04/2020,1954,146,Austria,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.07205840358517152,0.1975586134445817,8877067.0,0.02378733164680971,0.0164,1.4430485195613254
06/04/2020,3170,118,Austria,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.07205840358517152,0.1975586134445817,8877067.0,0.038590502211047484,0.0133,1.490544412268433
30/03/2020,5182,70,Austria,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.07205840358517152,0.1975586134445817,8877067.0,0.06308390613805932,0.0079,1.5691313663199957
23/03/2020,2771,15,Austria,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.07205840358517152,0.1975586134445817,8877067.0,0.033733211869656964,0.0017,1.4749598224739136
16/03/2020,758,1,Austria,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.07205840358517152,0.1975586134445817,8877067.0,0.009227634282641638,0.0001,1.3963338093000586
09/03/2020,88,0,Austria,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.07205840358517152,0.1975586134445817,8877067.0,0.0010712820803066808,0.0,1.3701641973643988
02/03/2020,14,0,Austria,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.07205840358517152,0.1975586134445817,8877067.0,0.00017043124004879014,0.0,1.3672738223147887
24/02/2020,0,0,Austria,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.07205840358517152,0.1975586134445817,8877067.0,0.0,0.0,1.3667269946027003
17/02/2020,0,0,Austria,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.07205840358517152,0.1975586134445817,8877067.0,0.0,0.0,1.3667269946027003
10/02/2020,0,0,Austria,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.07205840358517152,0.1975586134445817,8877067.0,0.0,0.0,1.3667269946027003
03/02/2020,0,0,Austria,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.07205840358517152,0.1975586134445817,8877067.0,0.0,0.0,1.3667269946027003
27/01/2020,0,0,Austria,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.07205840358517152,0.1975586134445817,8877067.0,0.0,0.0,1.3667269946027003
20/01/2020,0,0,Austria,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.07205840358517152,0.1975586134445817,8877067.0,0.0,0.0,1.3667269946027003
13/01/2020,0,0,Austria,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.07205840358517152,0.1975586134445817,8877067.0,0.0,0.0,1.3667269946027003
06/01/2020,0,0,Austria,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.07205840358517152,0.1975586134445817,8877067.0,0.0,0.0,1.3667269946027003
11/01/2021,14417,366,Belgium,0.42452830188679247,0.31823783711735176,0.15372907153729082,0.701260140742992,0.7732079905992943,0.08308890320225762,0.13474450627571796,11484055.0,0.1356657751747027,0.0319,1.4057600157800283
04/01/2021,11368,455,Belgium,0.42452830188679247,0.31823783711735176,0.15372907153729082,0.701260140742992,0.7732079905992943,0.08308890320225762,0.13474450627571796,11484055.0,0.10697430340473196,0.0396,1.3081650773401274
28/12/2020,12569,530,Belgium,0.42452830188679247,0.31823783711735176,0.15372907153729082,0.701260140742992,0.7732079905992943,0.08308890320225762,0.13474450627571796,11484055.0,0.1182758637837857,0.0462,1.3466076883818856
21/12/2020,17682,654,Belgium,0.42452830188679247,0.31823783711735176,0.15372907153729082,0.701260140742992,0.7732079905992943,0.08308890320225762,0.13474450627571796,11484055.0,0.1663898339903651,0.0569,1.510268862617115
14/12/2020,16793,664,Belgium,0.42452830188679247,0.31823783711735176,0.15372907153729082,0.701260140742992,0.7732079905992943,0.08308890320225762,0.13474450627571796,11484055.0,0.1580242326773103,0.0578,1.481813008149069
07/12/2020,15273,702,Belgium,0.42452830188679247,0.31823783711735176,0.15372907153729082,0.701260140742992,0.7732079905992943,0.08308890320225762,0.13474450627571796,11484055.0,0.14372084235577684,0.0611,1.4331595786873932
30/11/2020,16252,876,Belgium,0.42452830188679247,0.31823783711735176,0.15372907153729082,0.701260140742992,0.7732079905992943,0.08308890320225762,0.13474450627571796,11484055.0,0.15293335493786978,0.0763,1.464496228320933
23/11/2020,22306,1125,Belgium,0.42452830188679247,0.31823783711735176,0.15372907153729082,0.701260140742992,0.7732079905992943,0.08308890320225762,0.13474450627571796,11484055.0,0.20990225296850376,0.098,1.6582777164531604
16/11/2020,33961,1335,Belgium,0.42452830188679247,0.31823783711735176,0.15372907153729082,0.701260140742992,0.7732079905992943,0.08308890320225762,0.13474450627571796,11484055.0,0.31957726230894634,0.1162,2.031340690384629
09/11/2020,53993,1416,Belgium,0.42452830188679247,0.31823783711735176,0.15372907153729082,0.701260140742992,0.7732079905992943,0.08308890320225762,0.13474450627571796,11484055.0,0.5080808905464191,0.1233,2.6725416765532417
02/11/2020,99543,1060,Belgium,0.42452830188679247,0.31823783711735176,0.15372907153729082,0.701260140742992,0.7732079905992943,0.08308890320225762,0.13474450627571796,11484055.0,0.9367120939318466,0.0923,4.1305441186449094
26/10/2020,105329,501,Belgium,0.42452830188679247,0.31823783711735176,0.15372907153729082,0.701260140742992,0.7732079905992943,0.08308890320225762,0.13474450627571796,11484055.0,0.9911590784057892,0.0436,4.315747238950999
19/10/2020,72194,236,Belgium,0.42452830188679247,0.31823783711735176,0.15372907153729082,0.701260140742992,0.7732079905992943,0.08308890320225762,0.13474450627571796,11484055.0,0.679354579521571,0.0206,3.255134485521638
12/10/2020,38829,139,Belgium,0.42452830188679247,0.31823783711735176,0.15372907153729082,0.701260140742992,0.7732079905992943,0.08308890320225762,0.13474450627571796,11484055.0,0.3653857518386996,0.0121,2.1871597000026806
05/10/2020,18884,84,Belgium,0.42452830188679247,0.31823783711735176,0.15372907153729082,0.701260140742992,0.7732079905992943,0.08308890320225762,0.13474450627571796,11484055.0,0.17770080449463038,0.0073,1.5487434824940456
28/09/2020,11274,39,Belgium,0.42452830188679247,0.31823783711735176,0.15372907153729082,0.701260140742992,0.7732079905992943,0.08308890320225762,0.13474450627571796,11484055.0,0.10608975163484766,0.0034,1.3051562468339446
