dateRep,cases,deaths,country,median_age,gdp_per_capita,diabetes_prevalence,curative_beds_per_hundred_thousand,life_expectancy,testing_rate,positivity_rate,Population,cases_per_capita
24/10/2020,3442,15,Austria,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.1322258906957476,0.2545611360521697,8877067.0,0.1735443299057359
23/10/2020,2570,17,Austria,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.1322258906957476,0.2545611360521697,8877067.0,0.12957842180643267
22/10/2020,2355,13,Austria,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.1322258906957476,0.2545611360521697,8877067.0,0.11873820363974667
21/10/2020,1803,8,Austria,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.1322258906957476,0.2545611360521697,8877067.0,0.0909065737420226
20/10/2020,1054,9,Austria,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.1322258906957476,0.2545611360521697,8877067.0,0.05314227882645138
19/10/2020,1062,3,Austria,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.1322258906957476,0.2545611360521697,8877067.0,0.05354563578149086
18/10/2020,2040,6,Austria,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.1322258906957476,0.2545611360521697,8877067.0,0.10285602353506718
17/10/2020,1691,7,Austria,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.1322258906957476,0.2545611360521697,8877067.0,0.08525957637146991
16/10/2020,1396,6,Austria,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.1322258906957476,0.2545611360521697,8877067.0,0.0703857886543891
15/10/2020,1606,9,Austria,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.1322258906957476,0.2545611360521697,8877067.0,0.08097390872417544
14/10/2020,1171,10,Austria,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.1322258906957476,0.2545611360521697,8877067.0,0.059041374293903756
13/10/2020,608,5,Austria,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.1322258906957476,0.2545611360521697,8877067.0,0.030655128583000416
12/10/2020,1298,6,Austria,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.1322258906957476,0.2545611360521697,8877067.0,0.0654446659551555
11/10/2020,901,1,Austria,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.1322258906957476,0.2545611360521697,8877067.0,0.04542807706132134
10/10/2020,1181,4,Austria,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.1322258906957476,0.2545611360521697,8877067.0,0.059545570487703106
09/10/2020,1221,9,Austria,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.1322258906957476,0.2545611360521697,8877067.0,0.061562355262900506
08/10/2020,947,4,Austria,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.1322258906957476,0.2545611360521697,8877067.0,0.04774737955279834
07/10/2020,549,22,Austria,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.1322258906957476,0.2545611360521697,8877067.0,0.027680371039584258
06/10/2020,1268,5,Austria,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.1322258906957476,0.2545611360521697,8877067.0,0.06393207737375745
05/10/2020,599,4,Austria,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.1322258906957476,0.2545611360521697,8877067.0,0.030201352008581
04/10/2020,830,6,Austria,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.1322258906957476,0.2545611360521697,8877067.0,0.04184828408534596
03/10/2020,872,1,Austria,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.1322258906957476,0.2545611360521697,8877067.0,0.04396590809930322
02/10/2020,564,3,Austria,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.1322258906957476,0.2545611360521697,8877067.0,0.028436665330283276
01/10/2020,1146,3,Austria,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.1322258906957476,0.2545611360521697,8877067.0,0.05778088380940538
30/09/2020,722,6,Austria,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.1322258906957476,0.2545611360521697,8877067.0,0.036402965192312994
29/09/2020,419,3,Austria,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.1322258906957476,0.2545611360521697,8877067.0,0.021125820520192722
28/09/2020,526,0,Austria,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.1322258906957476,0.2545611360521697,8877067.0,0.026520719793845755
27/09/2020,623,1,Austria,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.1322258906957476,0.2545611360521697,8877067.0,0.031411422873699434
26/09/2020,1071,3,Austria,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.1322258906957476,0.2545611360521697,8877067.0,0.05399941235591027
