date,daily_cases,country
"9 Aug
,0
,0
,3
,3
,2
,7
,1
,2
,19
,0
,2
,0
,7
,0
,0
,0
,0
,0
,11
,0
,0
,0
,0
,0
,0
,1
,
,
",68,Ireland
"10 Aug
,6
,1
,5
,2
,3
,1
,0
,0
,-2
,0
,2
,0
,3
,0
,1
,0
,4
,0
,2
,0
,0
,2
,0
,0
,1
,0
,
,
",57,Ireland
"11 Aug
,0
,0
,1
,0
,1
,11
,0
,0
,11
,2
,0
,0
,2
,0
,0
,0
,1
,0
,7
,1
,0
,0
,0
,0
,1
,1
,
,
",35,Ireland
"12 Aug
,6
,0
,9
,2
,2
,24
,0
,1
,23
,6
,2
,0
,4
,0
,1
,0
,5
,2
,2
,0
,0
,0
,1
,0
,0
,1
,
,
",40,Ireland
"13 Aug
,3
,0
,7
,3
,3
,15
,0
,0
,13
,0
,4
,0
,5
,1
,1
,0
,1
,0
,-1
,0
,2
,2
,0
,0
,1
,3
,
,
",92,Ireland
"14 Aug
,4
,0
,2
,3
,2
,56
,6
,0
,81
,5
,6
,0
,8
,0
,1
,1
,5
,0
,4
,1
,0
,13
,1
,0
,0
,1
,
,
",67,Ireland
"15 Aug
,0
,0
,2
,0
,1
,16
,0
,0
,21
,0
,3
,0
,6
,0
,4
,0
,2
,4
,2
,1
,1
,2
,0
,0
,0
,1
,
,
",200,Ireland
"16 Aug
,0
,0
,0
,0
,1
,13
,1
,0
,23
,0
,4
,0
,0
,1
,0
,0
,4
,1
,2
,0
,0
,0
,0
,1
,0
,1
,
,
",66,Ireland
"17 Aug
,4
,0
,7
,3
,0
,49
,0
,1
,50
,4
,1
,0
,20
,0
,4
,0
,2
,0
,1
,-1
,0
,38
,3
,0
,4
,-6
,
,
",56,Ireland
"18 Aug
,2
,0
,2
,0
,3
,15
,0
,1
,4
,3
,1
,0
,1
,1
,3
,0
,1
,0
,1
,0
,0
,6
,1
,0
,2
,0
,
,
",190,Ireland
"19 Aug
,6
,1
,0
,6
,2
,47
,1
,0
,28
,8
,0
,0
,6
,0
,0
,1
,5
,0
,2
,1
,0
,11
,3
,0
,6
,1
,
,
",54,Ireland
"20 Aug
,0
,0
,1
,6
,1
,42
,0
,0
,9
,0
,3
,0
,4
,0
,1
,1
,0
,0
,0
,0
,0
,5
,0
,0
,2
,1
,
,
",136,Ireland
"21 Aug
,4
,0
,0
,2
,1
,55
,0
,2
,36
,7
,3
,0
,10
,0
,1
,0
,3
,2
,2
,3
,0
,12
,6
,1
,4
,2
,
,
",79,Ireland
"22 Aug
,0
,0
,1
,2
,0
,39
,0
,1
,13
,0
,3
,0
,1
,1
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,1
,
,
",156,Ireland
"23 Aug
,1
,0
,2
,3
,4
,70
,1
,-2
,15
,0
,4
,0
,9
,0
,3
,0
,3
,2
,12
,0
,0
,1
,0
,0
,1
,11
,
,
",61,Ireland
"24 Aug
,2
,3
,6
,3
,1
,18
,1
,1
,6
,1
,0
,0
,3
,0
,1
,0
,3
,2
,0
,0
,0
,31
,0
,0
,7
,1
,
,
",147,Ireland
"25 Aug
,13
,0
,0
,9
,0
,92
,2
,0
,21
,2
,0
,0
,4
,0
,1
,0
,0
,0
,1
,1
,0
,9
,6
,0
,0
,0
,
,
",92,Ireland
"26 Aug
,3
,4
,4
,4
,6
,33
,0
,0
,6
,-1
,5
,0
,5
,0
,2
,0
,4
,1
,1
,0
,0
,4
,0
,4
,5
,1
,
,
",164,Ireland
"27 Aug
,4
,2
,2
,1
,0
,52
,1
,1
,1
,2
,0
,0
,4
,2
,1
,0
,9
,13
,1
,8
,0
,9
,2
,1
,8
,3
,
,
",93,Ireland
"28 Aug
,1
,0
,4
,4
,14
,58
,0
,2
,20
,2
,1
,0
,14
,0
,1
,1
,1
,0
,0
,0
,0
,6
,0
,0
,8
,3
,
,
",127,Ireland
"29 Aug
,2
,0
,2
,0
,0
,22
,1
,0
,4
,0
,0
,0
,6
,2
,0
,0
,0
,0
,1
,0
,1
,-1
,0
,0
,0
,0
,
,
",142,Ireland
"30 Aug
,0
,0
,2
,1
,0
,28
,0
,1
,0
,0
,1
,0
,11
,4
,0
,0
,1
,0
,0
,1
,0
,1
,0
,1
,0
,-2
,
,
",42,Ireland
"31 Aug
,1
,3
,6
,2
,3
,103
,2
,0
,25
,4
,0
,0
,17
,0
,5
,0
,4
,3
,2
,1
,0
,17
,7
,1
,4
,7
,
,
",53,Ireland
"1 Sep
,2
,0
,2
,2
,0
,52
,0
,0
,2
,-1
,1
,1
,13
,1
,0
,0
,2
,0
,1
,0
,0
,2
,1
,1
,2
,2
,
,
",217,Ireland
"2 Sep
,2
,0
,1
,2
,0
,52
,0
,1
,6
,4
,2
,0
,2
,1
,2
,1
,6
,0
,3
,0
,0
,3
,3
,2
,2
,-1
,
,
",89,Ireland
"3 Sep
,2
,0
,3
,4
,0
,24
,1
,8
,13
,6
,3
,1
,6
,1
,6
,0
,2
,2
,4
,0
,0
,5
,4
,0
,3
,0
,
,
",95,Ireland
"4 Sep
,1
,5
,1
,6
,5
,133
,7
,2
,18
,0
,2
,2
,13
,0
,2
,2
,6
,3
,8
,0
,1
,2
,5
,0
,0
,7
,
,
",98,Ireland
"5 Sep
,1
,0
,1
,5
,2
,68
,9
,0
,9
,3
,4
,1
,13
,1
,0
,1
,1
,0
,3
,1
,0
,2
,2
,1
,5
,5
,
,
",231,Ireland
"6 Sep
,0
,1
,0
,2
,0
,56
,6
,2
,0
,0
,0
,11
,2
,4
,4
,1
,2
,1
,4
,0
,0
,2
,0
,2
,1
,0
,
,
",138,Ireland
"7 Sep
,0
,1
,8
,3
,3
,180
,6
,1
,27
,6
,0
,0
,15
,1
,15
,0
,4
,4
,2
,0
,1
,4
,2
,1
,15
,8
,
,
",102,Ireland
"8 Sep
,0
,0
,0
,2
,4
,50
,4
,0
,5
,0
,0
,0
,0
,0
,0
,2
,3
,0
,6
,1
,0
,1
,0
,2
,0
,4
,
,
",307,Ireland
"9 Sep
,0
,1
,5
,0
,1
,108
,3
,0
,2
,3
,6
,1
,11
,2
,2
,2
,7
,3
,2
,3
,0
,3
,12
,6
,1
,8
,
,
",84,Ireland
"10 Sep
,1
,0
,3
,8
,5
,120
,5
,1
,3
,2
,6
,1
,10
,4
,18
,1
,3
,0
,2
,1
,0
,1
,2
,6
,0
,7
,
,
",196,Ireland
"11 Sep
,1
,1
,2
,6
,6
,114
,3
,4
,0
,1
,5
,3
,2
,3
,10
,2
,0
,0
,4
,4
,0
,1
,4
,3
,5
,4
,
,
",211,Ireland
"12 Sep
,1
,0
,5
,2
,13
,116
,1
,1
,13
,0
,3
,0
,9
,1
,4
,2
,9
,0
,4
,0
,0
,1
,22
,4
,3
,11
,
,
",159,Ireland
"13 Sep
,1
,1
,1
,5
,12
,109
,2
,0
,9
,1
,4
,0
,6
,2
,18
,4
,10
,0
,0
,2
,0
,2
,7
,2
,6
,2
,
,
",255,Ireland
"14 Sep
,4
,5
,2
,9
,2
,218
,4
,8
,11
,4
,0
,4
,7
,0
,20
,5
,5
,2
,5
,5
,3
,5
,11
,10
,5
,7
,
,
",208,Ireland
"15 Sep
,8
,0
,3
,7
,20
,125
,6
,5
,0
,0
,3
,2
,3
,1
,13
,3
,-1
,2
,2
,2
,0
,0
,9
,4
,4
,11
,
,
",357,Ireland
"16 Sep
,1
,2
,2
,8
,16
,116
,4
,0
,17
,1
,5
,0
,10
,1
,5
,0
,3
,1
,3
,0
,0
,1
,14
,1
,5
,19
,
,
",254,Ireland
"17 Sep
,0
,0
,9
,14
,13
,115
,15
,4
,22
,0
,1
,-1
,3
,0
,10
,9
,1
,0
,3
,1
,3
,6
,8
,0
,3
,7
,
,
",240,Ireland
"18 Sep
,2
,4
,4
,21
,19
,166
,2
,1
,7
,3
,0
,0
,5
,0
,5
,3
,5
,2
,7
,1
,0
,2
,6
,1
,1
,6
,
,
",253,Ireland
"19 Sep
,1
,2
,6
,36
,19
,241
,12
,1
,11
,1
,4
,2
,4
,0
,7
,0
,11
,9
,6
,1
,3
,2
,6
,4
,2
,5
,
,
",274,Ireland
"20 Sep
,1
,1
,2
,24
,21
,71
,11
,0
,16
,4
,0
,-1
,0
,0
,4
,1
,1
,1
,1
,8
,1
,0
,7
,1
,-1
,3
,
,
",396,Ireland
"21 Sep
,1
,0
,5
,34
,18
,154
,10
,3
,29
,1
,2
,1
,6
,2
,10
,6
,11
,3
,3
,6
,0
,1
,5
,2
,0
,6
,
,
",188,Ireland
"22 Sep
,1
,0
,3
,21
,30
,98
,22
,0
,9
,1
,1
,0
,0
,0
,12
,1
,8
,0
,2
,3
,1
,2
,0
,1
,0
,13
,
,
",334,Ireland
"23 Sep
,1
,8
,1
,34
,41
,162
,4
,0
,12
,2
,0
,1
,6
,0
,4
,1
,6
,13
,4
,6
,0
,1
,-1
,4
,3
,5
,
,
",234,Ireland
"24 Sep
,2
,4
,3
,32
,22
,152
,21
,9
,11
,0
,0
,0
,6
,3
,8
,5
,15
,4
,0
,4
,0
,6
,3
,7
,5
,2
,
,
",324,Ireland
"25 Sep
,0
,1
,0
,36
,37
,104
,4
,0
,8
,6
,6
,1
,3
,5
,2
,0
,3
,5
,6
,2
,1
,0
,2
,8
,5
,1
,
,
",326,Ireland
"26 Sep
,0
,9
,15
,54
,23
,210
,23
,4
,4
,2
,0
,1
,6
,2
,16
,4
,12
,15
,2
,8
,4
,5
,0
,3
,1
,6
,
,
",248,Ireland
"27 Sep
,0
,3
,4
,27
,22
,207
,21
,2
,17
,1
,5
,0
,6
,6
,3
,1
,5
,14
,5
,7
,5
,7
,7
,3
,7
,4
,
,
",430,Ireland
"28 Sep
,4
,2
,6
,40
,23
,145
,13
,4
,9
,4
,0
,0
,9
,4
,4
,3
,10
,14
,4
,15
,0
,5
,1
,3
,16
,12
,
,
",390,Ireland
"29 Sep
,1
,7
,15
,60
,31
,189
,29
,1
,18
,0
,6
,0
,12
,7
,8
,0
,9
,1
,5
,4
,0
,2
,2
,5
,2
,15
,
,
",363,Ireland
"30 Sep
,5
,10
,17
,47
,28
,166
,21
,2
,9
,4
,11
,2
,6
,11
,4
,2
,23
,21
,4
,12
,2
,11
,4
,4
,5
,7
,
,
",429,Ireland
"1 Oct
,1
,9
,9
,61
,36
,181
,10
,12
,19
,9
,-3
,0
,19
,9
,8
,4
,12
,4
,9
,9
,1
,7
,1
,9
,6
,18
,
,
",442,Ireland
"2 Oct
,7
,8
,17
,46
,58
,224
,18
,21
,43
,5
,32
,1
,31
,3
,12
,6
,13
,12
,9
,7
,7
,9
,3
,5
,8
,9
,
,
",470,Ireland
"3 Oct
,1
,5
,17
,55
,31
,101
,23
,10
,6
,6
,4
,3
,24
,2
,4
,5
,5
,2
,6
,13
,14
,8
,4
,2
,4
,8
,
,
",613,Ireland
"4 Oct
,1
,21
,32
,49
,33
,130
,22
,9
,15
,1
,11
,0
,42
,6
,18
,5
,34
,19
,18
,4
,7
,13
,1
,4
,10
,6
,
,
",364,Ireland
"5 Oct
,0
,15
,32
,41
,51
,110
,7
,18
,13
,2
,1
,0
,17
,4
,13
,5
,20
,15
,6
,6
,7
,8
,8
,13
,14
,6
,
,
",518,Ireland
"6 Oct
,1
,8
,20
,63
,60
,217
,35
,3
,33
,9
,8
,2
,21
,1
,5
,6
,21
,19
,3
,13
,11
,5
,1
,8
,23
,11
,
,
",432,Ireland
"7 Oct
,0
,23
,31
,76
,53
,90
,30
,13
,15
,2
,8
,1
,21
,6
,5
,9
,42
,13
,9
,3
,11
,6
,10
,11
,14
,4
,
,
",611,Ireland
,,Ireland
,,Ireland
,,Ireland
