date,daily_cases,country
"2020-05-05
,
,(11) 63
,(30) 152
,(95) 500
,(17) 29
,(3) 3
,(2) 1
,(4) 9
,(39) 100
,(4) 29
,(8) 30
,6
,(10) 67
,(3) 25
,
,(3) 20
,10
,(4) 17
,1
,(3) 12
,1
,
,
,
,
,1,427
,98,467
,2,352
,85,231
,2,246,666
,
,
","1,075",Italy
"2020-05-06
,3
,(11) 76
,(31) 165
,(222) 764
,(23) 77
,(4) 19
,1
,(3) 9
,(32) 104
,(7) 29
,(10) 26
,4
,(4) 81
,(6) 22
,3
,(7) 14
,3
,(5) 26
,(1) 3
,(3) 14
,1
,
,
,
,
,1,333
,91,528
,8,014
,93,245
,2,310,929
,
,
","1,444",Italy
"2020-05-07
,4
,(11) 94
,(35) 196
,(134) 720
,(21) 74
,(1) 3
,9
,(2) 13
,(29) 108
,(5) 31
,(16) 26
,1
,(5) 39
,(7) 25
,1
,(3) 9
,(1) –16
,(3) 49
,3
,(1) 7
,5
,
,
,
,
,1,311
,89,624
,3,031
,96,276
,2,381,288
,
,
","1,401",Italy
"2020-05-08
,1
,(11) 78
,(23) 233
,(94) 634
,(28) 65
,2
,(3) 6
,9
,(31) 111
,(6) 18
,(15) 38
,(1) 1
,(6) 52
,(3) 6
,22
,(7) 21
,–1
,(2) 11
,(1) 1
,(2) 13
,6
,
,
,
,
,1,168
,87,961
,2,747
,99,023
,2,445,063
,
,
","1,327",Italy
"2020-05-09
,1
,(11) 15
,(26) 181
,(85) 502
,(16) 53
,7
,(1) 9
,8
,(30) 121
,(4) 23
,(7) 24
,1
,(4) 47
,(4) 8
,20
,(2) 14
,(1)
,30
,3
,(3) 12
,4
,
,
,
,
,1,034
,84,842
,4,008
,103,031
,2,514,234
,
,
","1,083",Italy
"2020-05-10
,5
,(5) 50
,(36) 116
,(64) 282
,(14) 51
,(3) 3
,2
,(2) 6
,(18) 77
,(2) 40
,(5) 29
,4
,(4) 32
,(4) 17
,23
,(3) 12
,3
,(5) 27
,(1) 3
,14
,(1) 6
,
,
,
,
,1,027
,83,324
,2,155
,105,186
,2,565,912
,
,
",802,Italy
"2020-05-11
,1
,(12) 44
,(33) 111
,(68) 364
,(9) 19
,(2) 2
,3
,(2) 8
,(22) 80
,(4) 10
,(8) 13
,1
,(5) 25
,(7) 4
,13
,(1) 14
,1
,(3) 14
,(2) 2
,(1) 12
,3
,
,
,
,
,999
,82,488
,1,401
,106,587
,2,606,652
,
,
",744,Italy
"2020-05-12
,(1) 2
,(8) 31
,(28) 113
,(62) 1,033
,(20) 41
,(2) 6
,
,(1) 10
,(18) 53
,(5) 25
,(9) 15
,7
,(4) 22
,(4) 8
,3
,(1) 13
,1
,(5) 10
,4
,(4) 4
,1
,
,
,
,
,952
,81,266
,2,452
,109,039
,2,673,655
,
,
","1,402",Italy
"2020-05-13
,(1) 3
,(13) 67
,(32) 169
,(69) 394
,(26) 31
,(1) 9
,3
,(3) 8
,(20) 50
,(2) 20
,(5) 27
,(1)
,(11) 38
,(5) 12
,15
,(1) 15
,2
,(4) 11
,2
,(1) 11
,1
,
,
,
,
,893
,78,457
,3,502
,112,541
,2,735,628
,
,
",888,Italy
"2020-05-14
,3
,(15) 65
,(33) 151
,(111) 522
,(31) 32
,(2) 3
,3
,(1) 5
,(25) 77
,(3) 15
,(9) 30
,(1) 1
,(18) 41
,(4) 9
,2
,9
,
,(1) 9
,(2) 3
,(1) 12
,(5)
,
,
,
,
,855
,76,440
,2,747
,115,288
,2,807,504
,
,
",992,Italy
"2020-05-15
,(1) 6
,(7) 65
,(64) 137
,(115) 299
,(19) 44
,(3) 3
,
,(1) 14
,(13) 54
,(3) 16
,(3) 24
,2
,(9) 73
,(2) 12
,4
,(2) 15
,
,9
,1
,8
,3
,
,
,
,
,808
,72,070
,4,917
,120,205
,2,875,680
,
,
",789,Italy
"2020-05-16
,1
,(10) 51
,(37) 137
,(39) 399
,(21) 39
,(2) 8
,
,(1) 8
,(17) 72
,(5) 23
,(3) 30
,
,(12) 32
,(2) 30
,3
,14
,1
,(2) 8
,7
,(2) 8
,4
,
,
,
,
,775
,70,187
,2,605
,122,810
,2,944,859
,
,
",875,Italy
"2020-05-17
,(1)
,(9) 48
,(18) 64
,(69) 326
,(11) 13
,12
,3
,8
,(13) 50
,(2) 25
,(5) 35
,2
,(6) 50
,(2) 8
,1
,16
,2
,(7) 5
,
,(2) 6
,1
,
,
,
,
,762
,68,351
,2,366
,125,176
,3,004,960
,
,
",675,Italy
"2020-05-18
,1
,(12) 32
,(20) 72
,(24) 175
,(9) 9
,13
,(1) 1
,(1) 7
,(13) 35
,11
,(5) 13
,
,(6) 39
,(3) 7
,11
,(3) 11
,
,(1) 7
,
,7
,(1)
,
,
,
,
,749
,66,553
,2,150
,127,326
,3,041,366
,
,
",451,Italy
"2020-05-19
,1
,(9) 66
,(47) 108
,(54) 462
,(17) 47
,(2) 7
,5
,5
,(11) 47
,(2) –3
,(3) 7
,(1) 3
,(12) 20
,(1) 4
,
,12
,1
,(2) 10
,2
,(1) 8
,1
,
,
,
,
,716
,65,129
,2,075
,129,401
,3,104,524
,
,
",813,Italy
"2020-05-20
,
,(10) 32
,(39) 158
,(65) 294
,(12) 33
,10
,
,(2) 6
,(11) 50
,(1) 2
,(6) 14
,
,(7) 28
,8
,
,(2) 7
,
,(5) 11
,(1) 3
,8
,1
,
,
,
,
,676
,62,752
,2,881
,132,282
,3,171,719
,
,
",665,Italy
"2020-05-21
,1
,(11) 55
,(24) 105
,(65) 316
,(9) 8
,10
,
,(1) 6
,(17) 53
,(3) 12
,(6) 18
,2
,(15) 25
,(2) 7
,1
,(2) 9
,1
,6
,
,6
,(1) 1
,
,
,
,
,640
,60,960
,2,278
,134,560
,3,243,398
,
,
",642,Italy
"2020-05-22
,1
,(10) 45
,(15) 87
,(57) 293
,(13) 21
,10
,3
,(2) 12
,(12) 53
,8
,(5) 35
,
,(7) 31
,(3) 8
,3
,(1) 10
,
,(4) 27
,1
,4
,(1)
,
,
,
,
,595
,59,322
,2,160
,136,720
,3,318,778
,
,
",652,Italy
"2020-05-23
,
,(7) 38
,(14) 60
,(56) 441
,(11) 10
,(1) 7
,
,(2) 6
,(10) 43
,(3) 4
,(2) 12
,1
,(7) 18
,1
,5
,11
,4
,(4) 8
,
,(1)
,(1)
,
,
,
,
,572
,57,752
,2,120
,138,840
,3,391,188
,
,
",669,Italy
"2020-05-24
,1
,(5) 53
,(12) 43
,285
,(4) 17
,(1) 9
,3
,(2) 3
,(8) 45
,(1) 13
,(2) 15
,(1)
,(8) 20
,(4) 5
,1
,(1) 5
,1
,(1) 10
,
,2
,
,
,
,
,
,553
,56,594
,1,639
,140,479
,3,447,012
,
,
",531,Italy
"2020-05-25
,1
,(6) 17
,(15) 48
,(34) 148
,(9) 11
,(1) 1
,
,4
,(13) 29
,(1) 2
,(2) 5
,
,(4) 16
,(2) 1
,
,6
,
,(4) 9
,
,(1) 4
,–2
,
,
,
,
,541
,55,300
,1,502
,141,981
,3,482,253
,
,
",300,Italy
"2020-05-26
,2
,(6) 53
,(14) 86
,(22) 159
,(8) 8
,(3) 10
,
,11
,(8) 24
,(1) 2
,(6) 3
,1
,(5) 18
,3
,
,12
,
,(3) 2
,
,(1) 3
,(1)
,
,
,
,
,521
,52,942
,2,677
,144,658
,3,539,927
,
,
",397,Italy
"2020-05-27
,
,(7) 39
,(16) 73
,(58) 384
,(9) 8
,(1) 7
,
,(2) 4
,(7) 16
,
,(6) 12
,
,(8) 11
,5
,2
,(1) 6
,
,(1) 10
,1
,(1) 5
,1
,
,
,
,
,505
,50,966
,2,443
,147,101
,3,607,251
,
,
",584,Italy
"2020-05-28
,1
,(7) 16
,(10) 58
,(20) 382
,(3) 12
,3
,2
,(2) 7
,(11) 74
,(1) 1
,(2) 4
,
,(7) 21
,(2) 2
,1
,(4) 4
,
,(1) 2
,
,3
,
,
,
,
,
,489
,47,986
,3,503
,150,604
,3,683,144
,
,
",593,Italy
"2020-05-29
,
,(7) 14
,(13) 56
,(38) 354
,(8) 9
,3
,
,5
,(8) 38
,(–11) 4
,(2) 2
,(1)
,(13) 16
,(2)
,1
,(1) 10
,
,(4) 1
,(1)
,2
,1
,
,
,
,
,475
,46,175
,2,240
,152,844
,3,755,279
,
,
",516,Italy
"2020-05-30
,1
,(7) 32
,(7) 82
,(67) 221
,(10) 12
,1
,1
,4
,(5) 20
,(1) 4
,(6) 12
,
,(7) 6
,
,
,10
,
,8
,
,(1) 2
,
,
,
,
,
,450
,43,691
,2,789
,155,633
,3,824,621
,
,
",416,Italy
"2020-05-31
,1
,(6) 12
,(9) 54
,(33) 210
,(2) 6
,1
,1
,2
,(7) 31
,3
,(4) 4
,
,(7) 13
,(1) 7
,
,(1) 5
,
,(4) 4
,
,(1) 1
,
,
,
,
,
,435
,42,075
,1,874
,157,507
,3,878,739
,
,
",355,Italy
"2020-06-01
,3
,(2) 56
,(9) 21
,(19) 50
,2
,2
,1
,(2) 1
,(10) 19
,
,(7) 3
,
,(4) 10
,(3) 1
,
,(1) 4
,
,(2) 4
,
,
,(1) 1
,
,
,
,
,424
,41,367
,848
,158,355
,3,910,133
,
,
",178,Italy
"2020-06-02
,
,(1) 15
,(8) 57
,(12) 187
,(3) 8
,(1)
,
,(1) 2
,(12) 19
,4
,(5) 10
,
,(2) 5
,(5) 4
,
,(2) 3
,
,(2)
,
,(1) 4
,
,
,
,
,
,408
,39,893
,1,737
,160,092
,3,962,292
,
,
",318,Italy
"2020-06-03
,
,(5) 17
,(14) 19
,(29) 237
,2
,1
,
,
,(11) 14
,1
,(2) 4
,
,(6) 10
,(1) 3
,
,12
,
,(3) 1
,
,
,
,
,
,
,
,353
,39,297
,846
,160,938
,3,999,591
,
,
",321,Italy
"2020-06-04
,
,(6) 21
,(12) 24
,(29) 84
,(13) 4
,(1)
,(1)
,3
,(7) 18
,(1) 3
,(4) 1
,
,(3) 11
,(1) 3
,(1)
,(5) 1
,
,(3) 4
,
,(1)
,
,
,
,
,
,338
,38,429
,957
,161,895
,4,049,544
,
,
",177,Italy
"2020-06-05
,
,(7) 14
,(17) 49
,(21) 402
,(4) 6
,
,1
,(2) 1
,(13) 17
,(1) 2
,(4) 7
,
,(4) 9
,2
,
,(5)
,
,(7) 4
,1
,1
,2
,
,
,
,
,316
,36,976
,1,886
,163,781
,4,114,572
,
,
",518,Italy
"2020-06-06
,(1) 2
,(6) 13
,(7) 38
,(27) 142
,(11) 8
,1
,1
,3
,(4) 17
,(2) 2
,(5) 5
,
,(4) 28
,(3) 1
,
,(1)
,
,(1) 4
,
,2
,3
,
,
,
,
,293
,35,877
,1,297
,165,078
,4,187,057
,
,
",270,Italy
"2020-06-07
,2
,(7) 13
,(7) 10
,(21) 125
,(5) 1
,1
,3
,(1)
,(4) 14
,3
,(2) 1
,1
,(2) 11
,7
,
,4
,
,(3)
,
,(1) 1
,
,
,
,
,
,287
,35,262
,759
,165,837
,4,236,535
,
,
",197,Italy
"2020-06-08
,
,(6) 14
,(13) 14
,(32) 194
,(1) 4
,1
,1
,(1) 1
,(4) 20
,2
,(4) 9
,
,(3) 16
,
,
,2
,
,1
,
,(1) 1
,
,
,
,
,
,283
,34,730
,747
,166,584
,4,263,647
,
,
",280,Italy
"2020-06-09
,
,(4) 8
,(7) 21
,(15) 192
,(6) 4
,3
,
,
,(6) 18
,(1)
,(3) 1
,3
,(3) 23
,(33) 1
,2
,5
,1
,(1)
,
,2
,–1
,
,
,
,
,263
,32,872
,2,062
,168,646
,4,318,650
,
,
",283,Italy
"2020-06-10
,
,(4) 20
,(15) 26
,(32) 99
,3
,
,
,(1) 2
,(7) 24
,3
,(1) 3
,1
,(4) 18
,(2)
,1
,(2) 1
,
,(3)
,
,1
,
,
,
,
,
,249
,31,710
,1,293
,169,939
,4,381,349
,
,
",202,Italy
"2020-06-11
,
,(1) 10
,(12) 42
,(25) 252
,(3) 5
,2
,2
,(1) 1
,25
,1
,(1) 10
,
,(6) 20
,1
,
,(2) 3
,1
,(1) 1
,2
,(1)
,1
,
,
,
,
,236
,30,637
,1,399
,171,338
,4,443,821
,
,
",379,Italy
"2020-06-12
,
,(2) 7
,(8) 31
,(31) 272
,(3)
,2
,(–1) 2
,3
,(4) 33
,(1) 1
,(1) 7
,
,(5) 27
,4
,
,–229
,
,(2) 2
,
,
,1
,
,
,
,
,227
,28,997
,1,747
,173,085
,4,514,441
,
,
",163,Italy
"2020-06-13
,
,(2) 4
,(10) 40
,(23) 210
,(10) 13
,3
,2
,(1) 6
,(3) 28
,2
,(2) 7
,
,(25) 25
,(1) 4
,
,
,
,
,1
,1
,(1)
,
,
,
,
,220
,27,485
,1,780
,174,865
,4,564,191
,
,
",346,Italy
"2020-06-14
,
,(3) 4
,(6) 30
,(21) 244
,(1) 7
,1
,3
,
,(5) 17
,4
,(3) 8
,(1)
,(2) 14
,(2) 4
,
,1
,
,
,
,1
,
,
,
,
,
,209
,26,274
,1,505
,176,370
,4,620,718
,
,
",338,Italy
"2020-06-15
,
,(4) 8
,2
,(8) 259
,1
,(1) 1
,(1) –2
,
,(3) 11
,4
,(3) 8
,
,(3) 3
,
,
,4
,
,(2) 1
,
,(1) 1
,
,
,
,
,
,207
,25,909
,640
,177,010
,4,648,825
,
,
",303,Italy
"2020-06-16
,
,(4) 4
,(6) 29
,(9) 143
,(4) 1
,
,
,1
,(2) 13
,(1) 1
,(3) 3
,1
,(3) 9
,(1) 1
,
,
,
,(1)
,
,2
,2
,
,
,
,
,177
,24,569
,1,516
,178,526
,4,695,707
,
,
",210,Italy
"2020-06-17
,
,(3) 5
,(8) 41
,(14) 242
,(5) 4
,1
,
,2
,(6) 14
,1
,(1) 2
,
,(4) 10
,2
,1
,(1) 1
,
,(1)
,
,2
,1
,
,
,
,
,163
,23,925
,929
,179,455
,4,773,408
,
,
",329,Italy
"2020-06-18
,(1)
,(4) 7
,(6) 31
,(36) 216
,(7) 8
,8
,2
,2
,(4) 32
,4
,(1) 2
,
,(4) 9
,(1) 2
,
,1
,
,(2) 3
,3
,2
,1
,
,
,
,
,168
,23,101
,1,089
,180,544
,4,831,562
,
,
",333,Italy
"2020-06-19
,(1)
,(4) 7
,(7) 26
,(18) 157
,(4) 2
,(1) 1
,2
,2
,(5) 27
,
,(2) 10
,1
,(4) 9
,(1) 1
,1
,
,
,1
,
,3
,1
,
,
,
,
,161
,21,543
,1,363
,181,907
,4,889,103
,
,
",251,Italy
"2020-06-20
,2
,(5) 10
,(6) 27
,(23) 165
,(4) 3
,
,
,(1) 1
,(6) 28
,
,2
,(1)
,(1) 14
,1
,
,
,
,(2) 5
,3
,
,1
,
,
,
,
,152
,21,212
,546
,182,453
,4,943,825
,
,
",262,Italy
"2020-06-21
,
,(4) 7
,(6) 26
,(13) 128
,7
,5
,4
,1
,(1) 23
,
,3
,
,8
,
,
,2
,
,2
,6
,2
,
,
,
,
,
,148
,20,972
,440
,182,893
,4,984,370
,
,
",224,Italy
"2020-06-22
,
,(3) 8
,(4) 7
,(3) 143
,(1) 2
,1
,11
,
,(4) 22
,3
,(4) 1
,
,(3) 8
,(1) 1
,3
,7
,
,
,1
,
,
,
,
,
,
,127
,20,637
,533
,183,426
,5,013,342
,
,
",218,Italy
"2020-06-23
,
,(1) 4
,(4) 6
,(6) 62
,(1) 3
,1
,
,
,(1) 17
,1
,(1) 6
,
,(2) 8
,
,
,10
,
,(2) 2
,1
,1
,
,
,
,
,
,115
,19,573
,1,159
,184,585
,5,053,827
,
,
",122,Italy
"2020-06-24
,1
,(2) 1
,(7) 22
,(7) 88
,3
,
,1
,
,(9) 44
,4
,(1) 5
,(1) 1
,(1) 6
,(1) 1
,
,11
,
,(1)
,
,1
,1
,
,
,
,
,107
,18,655
,1,526
,186,111
,5,107,093
,
,
",190,Italy
"2020-06-25
,
,(1) 14
,(5) 20
,(22) 170
,(2) 4
,3
,
,(1)
,(4) 47
,2
,2
,
,(2) 12
,1
,
,17
,
,1
,
,2
,1
,
,
,
,
,103
,18,303
,614
,186,725
,5,163,154
,
,
",296,Italy
"2020-06-26
,
,4
,(6) 15
,(16) 156
,(1) 5
,4
,
,2
,(3) 46
,2
,(2) 2
,1
,(1) 13
,1
,1
,3
,
,1
,3
,(1)
,
,
,
,
,
,105
,17,638
,890
,187,615
,5,215,922
,
,
",259,Italy
"2020-06-27
,
,(1) 5
,(3) 11
,(2) 77
,2
,1
,2
,
,42
,2
,12
,(1)
,(1) 18
,
,
,
,
,
,1
,1
,1
,
,
,
,
,97
,16,836
,969
,188,584
,5,277,273
,
,
",175,Italy
"2020-06-28
,
,(1) 4
,(5) 14
,(13) 97
,(1) 11
,3
,1
,1
,(1) 21
,
,5
,
,14
,(1) 1
,
,
,
,
,1
,
,1
,
,
,
,
,98
,16,681
,307
,188,891
,5,314,619
,
,
",174,Italy
"2020-06-29
,
,7
,(2) 2
,(1) 78
,3
,
,2
,
,(2) 16
,
,(1) 5
,
,9
,1
,
,1
,1
,
,
,1
,
,
,
,
,
,96
,16,496
,305
,189,196
,5,341,837
,
,
",126,Italy
"2020-06-30
,1
,3
,(3) 11
,(4) 62
,(4) 8
,
,
,
,(5) 20
,
,2
,1
,5
,(2)
,
,(1) 24
,
,(2)
,1
,(1) 2
,(1) 2
,
,
,
,
,93
,15,563
,1,052
,190,248
,5,390,110
,
,
",142,Italy
"2020-07-01
,
,5
,(1) 16
,(6) 109
,(10) 3
,1
,3
,4
,(4) 16
,5
,(2) 4
,
,(2) 9
,2
,
,9
,
,
,
,1
,
,
,
,
,
,87
,15,255
,469
,190,717
,5,445,476
,
,
",187,Italy
"2020-07-02
,
,2
,(5) 13
,(21) 98
,20
,1
,
,2
,(1) 27
,3
,(3) 4
,3
,11
,3
,
,3
,
,
,
,9
,2
,
,
,
,
,82
,15,060
,366
,191,083
,5,498,719
,
,
",201,Italy
"2020-07-03
,1
,3
,(4) 16
,(4) 115
,(1) 5
,6
,
,4
,(2) 27
,
,(3) 9
,2
,(1) 11
,6
,
,10
,2
,3
,1
,1
,1
,
,
,
,
,79
,14,884
,384
,191,467
,5,548,815
,
,
",223,Italy
"2020-07-04
,
,4
,(2) 11
,(16) 95
,4
,2
,3
,3
,51
,
,(2) 9
,1
,(1) 31
,7
,
,2
,
,3
,1
,3
,
,
,
,
,
,71
,14,621
,477
,191,944
,5,600,826
,
,
",235,Italy
"2020-07-05
,
,8
,18
,(6) 98
,8
,
,2
,8
,(1) 24
,1
,9
,
,14
,4
,
,5
,
,
,
,
,1
,
,
,
,
,74
,14,642
,164
,192,108
,5,638,288
,
,
",192,Italy
"2020-07-06
,
,2
,(2) 6
,(3) 111
,(1) 1
,
,
,
,38
,
,2
,
,(1) 19
,
,
,27
,
,
,
,1
,(1) 1
,
,
,
,
,72
,14,709
,133
,192,241
,5,660,454
,
,
",208,Italy
"2020-07-07
,
,2
,(3) 5
,(13) 53
,(10) 14
,3
,1
,1
,(1) 31
,1
,(2) 19
,
,5
,
,
,1
,
,(1)
,1
,1
,
,
,
,
,
,70
,14,242
,574
,192,815
,5,703,673
,
,
",138,Italy
"2020-07-08
,
,3
,25
,(12) 71
,7
,
,2
,4
,49
,3
,(2) 7
,
,14
,1
,
,3
,1
,1
,1
,(1) 1
,
,
,
,
,
,71
,13,595
,825
,193,640
,5,754,116
,
,
",193,Italy
"2020-07-09
,
,4
,(1) 16
,(5) 119
,(3) 10
,
,3
,1
,29
,4
,(2) 1
,
,(1) 28
,8
,
,5
,
,
,
,1
,
,
,
,
,
,69
,13,459
,338
,193,978
,5,806,668
,
,
",229,Italy
"2020-07-10
,
,15
,(2) 10
,(6) 135
,(2) 11
,3
,5
,1
,53
,1
,(1) 2
,1
,(1) 23
,3
,
,7
,
,4
,1
,
,1
,
,
,
,
,65
,13,428
,295
,194,273
,5,854,621
,
,
",276,Italy
"2020-07-11
,
,(1) 6
,(1) 9
,(4) 67
,10
,2
,3
,2
,47
,4
,(1) 5
,
,19
,2
,
,7
,1
,1
,2
,1
,
,
,
,
,
,67
,13,303
,306
,194,579
,5,900,552
,
,
",188,Italy
"2020-07-12
,
,
,4
,(8) 77
,16
,
,5
,
,71
,1
,1
,2
,20
,(1) 5
,1
,3
,
,
,28
,
,
,
,
,
,
,68
,13,179
,349
,194,928
,5,938,811
,
,
",234,Italy
"2020-07-13
,
,1
,(1) 6
,(9) 94
,6
,
,7
,
,18
,
,4
,
,(1) 24
,(1)
,
,7
,
,(1)
,
,1
,1
,
,
,
,
,65
,13,157
,178
,195,106
,5,962,744
,
,
",169,Italy
"2020-07-14
,
,(2) 6
,(3) 3
,(3) 30
,(2) 19
,
,1
,3
,(2) 13
,1
,(3) 4
,
,(1) 18
,(1)
,
,
,
,
,
,15
,1
,
,
,
,
,60
,12,919
,335
,195,441
,6,004,611
,
,
",114,Italy
"2020-07-15
,
,4
,(3) 8
,(5) 63
,(2) 21
,
,3
,1
,18
,
,(2) 8
,2
,(1) 20
,3
,
,8
,
,
,2
,
,2
,
,
,
,
,57
,12,493
,575
,196,016
,6,053,060
,
,
",163,Italy
"2020-07-16
,
,(3) 8
,7
,(10) 80
,(4) 29
,
,1
,4
,46
,1
,12
,
,(1) 9
,(1) 2
,
,4
,
,(1) 1
,8
,17
,1
,
,
,
,
,53
,12,473
,230
,196,246
,6,103,492
,
,
",230,Italy
"2020-07-17
,
,(1) 2
,(1) 8
,(3) 55
,55
,
,4
,3
,(2) 54
,3
,(2) 6
,2
,(1) 14
,1
,
,(1) 12
,
,5
,5
,4
,
,
,
,
,
,50
,12,456
,237
,196,483
,6,154,259
,
,
",233,Italy
"2020-07-18
,
,18
,3
,(10) 88
,(2) 34
,3
,1
,4
,(1) 40
,3
,2
,2
,(1) 20
,1
,
,15
,
,3
,7
,4
,1
,
,
,
,
,50
,12,368
,323
,196,806
,6,202,524
,
,
",249,Italy
"2020-07-19
,
,23
,3
,33
,(1) 48
,1
,1
,2
,51
,–1
,16
,
,(1) 17
,1
,
,9
,(1) 3
,7
,1
,2
,1
,
,
,
,
,49
,12,440
,143
,196,949
,6,238,049
,
,
",219,Italy
"2020-07-20
,
,12
,(1) 1
,(8) 56
,42
,4
,
,4
,(3) 42
,
,(1) 1
,
,14
,6
,
,6
,
,
,
,2
,
,
,
,
,
,47
,12,404
,213
,197,162
,6,262,302
,
,
",190,Italy
"2020-07-21
,
,12
,(3) 8
,(1) 34
,(3) 22
,2
,1
,2
,(2) 18
,2
,(1) 9
,3
,(2) 6
,(2) 2
,
,(1) 6
,
,
,
,2
,
,
,
,
,
,49
,12,248
,269
,197,431
,6,305,412
,
,
",129,Italy
"2020-07-22
,
,7
,13
,(1) 51
,(4) 36
,20
,
,2
,(2) 57
,1
,6
,2
,(2) 16
,
,4
,19
,36
,
,4
,7
,1
,
,
,
,
,48
,12,322
,197
,197,628
,6,354,730
,
,
",282,Italy
"2020-07-23
,
,(1) 15
,9
,(3) 82
,(5) 22
,30
,1
,3
,55
,1
,4
,2
,(1) 26
,10
,9
,16
,3
,9
,2
,5
,2
,
,
,
,
,49
,12,404
,214
,197,842
,6,415,041
,
,
",306,Italy
"2020-07-24
,
,5
,11
,53
,(1) 30
,16
,1
,5
,(2) 63
,1
,11
,2
,(1) 18
,4
,1
,8
,
,(1) 13
,1
,8
,3
,
,
,
,
,46
,12,301
,350
,198,192
,6,468,375
,
,
",252,Italy
"2020-07-25
,
,3
,(2) 16
,79
,(1) 31
,2
,6
,5
,(1) 49
,2
,10
,
,(1) 19
,3
,3
,21
,1
,8
,1
,13
,3
,
,
,
,
,41
,12,442
,128
,198,320
,6,520,046
,
,
",275,Italy
"2020-07-26
,
,3
,(1) 12
,74
,19
,6
,5
,2
,(1) 61
,7
,15
,
,(2) 19
,1
,3
,11
,
,(1) 3
,
,14
,
,
,
,
,
,44
,12,565
,126
,198,446
,6,560,572
,
,
",255,Italy
"2020-07-27
,
,24
,(1) 4
,34
,16
,1
,2
,
,33
,2
,8
,
,(1) 13
,(1) 9
,3
,14
,1
,(1) 3
,
,3
,(1)
,
,
,
,
,45
,12,581
,147
,198,593
,6,586,123
,
,
",170,Italy
"2020-07-28
,10
,3
,12
,(1) 53
,(5) 24
,
,2
,
,(1) 20
,11
,(3) 3
,
,(1) 10
,(1) 1
,
,29
,
,4
,5
,19
,6
,
,
,
,
,40
,12,609
,163
,198,756
,6,634,293
,
,
",212,Italy
"2020-07-29
,2
,20
,(1) 14
,46
,(4) 42
,4
,5
,3
,(1) 28
,17
,17
,
,34
,4
,1
,19
,
,10
,3
,18
,2
,
,
,
,
,38
,12,616
,275
,199,031
,6,690,311
,
,
",289,Italy
"2020-07-30
,
,13
,10
,88
,112
,3
,6
,13
,(2) 35
,8
,11
,
,(1) 18
,4
,
,16
,
,3
,7
,39
,
,
,
,
,
,47
,12,230
,765
,199,796
,6,752,169
,
,
",386,Italy
"2020-07-31
,
,(1) 4
,(1) 21
,(4) 77
,(1) 117
,2
,15
,3
,36
,21
,14
,1
,18
,5
,1
,(1) 9
,3
,(1) 2
,4
,16
,10
,
,
,
,
,41
,12,422
,178
,199,974
,6,820,613
,
,
",379,Italy
"2020-08.01
,
,16
,16
,(1) 55
,(1) 46
,
,8
,7
,(2) 56
,5
,(1) 6
,6
,18
,5
,2
,10
,
,20
,3
,10
,6
,
,
,
,
,43
,12,457
,255
,200,229
,6,873,496
,
,
",295,Italy
"2020-08-02
,1
,6
,15
,(8) 38
,45
,4
,3
,10
,49
,8
,9
,2
,17
,2
,2
,7
,1
,8
,1
,7
,4
,
,
,
,
,42
,12,456
,231
,200,460
,6,916,765
,
,
",239,Italy
"2020-08-03
,
,(1) 2
,(2) 13
,(3) 25
,(1) 22
,2
,6
,(1)
,34
,
,(1) 10
,1
,(1) 15
,9
,2
,(1) 4
,
,(1) 9
,
,3
,2
,
,
,
,
,41
,12,474
,129
,200,589
,6,940,801
,
,
",159,Italy
"2020-08-04
,
,5
,(1) 8
,(1) 44
,(1) 20
,2
,6
,5
,42
,2
,(1) 11
,2
,17
,3
,
,2
,
,7
,2
,(1) 10
,2
,
,
,
,
,41
,12,482
,177
,200,766
,6,984,589
,
,
",190,Italy
"2020-08-05
,
,7
,(2) 21
,(5) 138
,41
,1
,5
,9
,47
,6
,11
,2
,(1) 12
,19
,1
,(2) 8
,1
,23
,2
,21
,9
,
,
,
,
,41
,12,646
,210
,200,976
,7,041,040
,
,
",384,Italy
"2020-08-06
,1
,13
,(1) 22
,(5) 118
,58
,4
,12
,7
,58
,9
,17
,3
,18
,15
,
,5
,
,7
,2
,30
,3
,
,
,
,
,42
,12,694
,347
,201,323
,7,099,713
,
,
",402,Italy
"2020-08-07
,4
,9
,(1) 37
,69
,(1) 183
,4
,4
,4
,(1) 54
,21
,13
,6
,20
,39
,1
,15
,21
,11
,7
,27
,3
,
,
,
,
,42
,12,924
,319
,201,642
,7,158,909
,
,
",552,Italy
"2020-08-08
,2
,(1) 4
,31
,(3) 76
,(5) 63
,1
,5
,6
,(2) 44
,3
,23
,10
,(1) 20
,12
,
,5
,1
,(1) 9
,4
,28
,
,
,
,
,
,43
,12,953
,305
,201,947
,7,212,207
,
,
",347,Italy
"2020-08-09
,
,7
,38
,(1) 71
,58
,2
,7
,7
,(1) 69
,16
,61
,7
,38
,16
,
,22
,
,9
,
,29
,6
,
,
,
,
,45
,13,263
,151
,202,098
,7,249,844
,
,
",463,Italy
"2020-08-10
,1
,10
,20
,31
,20
,1
,1
,(1)
,(1) 39
,2
,8
,5
,(1) 38
,7
,
,(1) 14
,
,26
,2
,32
,2
,
,
,
,
,46
,13,368
,150
,202,248
,7,276,276
,
,
",259,Italy
