country,cases,deaths,date,median_age,gdp_per_capita,diabetes_prevalence,curative_beds_per_hundred_thousand,life_expectancy,testing_rate,positivity_rate,Population,cases_per_capita,deaths_per_capita,severity_ratio
Austria,0,0,2020-01-06,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.544107244526492,0.40625,8877067.0,0.0,0.0,1.4948627957707035
Austria,0,0,2020-01-13,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.544107244526492,0.40625,8877067.0,0.0,0.0,1.4948627957707035
Austria,0,0,2020-01-20,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.544107244526492,0.40625,8877067.0,0.0,0.0,1.4948627957707035
Austria,0,0,2020-01-27,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.544107244526492,0.40625,8877067.0,0.0,0.0,1.4948627957707035
Austria,0,0,2020-02-03,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.544107244526492,0.40625,8877067.0,0.0,0.0,1.4948627957707035
Austria,0,0,2020-02-10,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.544107244526492,0.40625,8877067.0,0.0,0.0,1.4948627957707035
Austria,0,0,2020-02-17,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.544107244526492,0.40625,8877067.0,0.0,0.0,1.4948627957707035
Austria,0,0,2020-02-24,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.544107244526492,0.40625,8877067.0,0.0,0.0,1.4948627957707035
Austria,14,0,2020-03-02,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.544107244526492,0.40625,8877067.0,0.00017043124004879014,0.0,1.4952924816882613
Austria,88,0,2020-03-09,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.544107244526492,0.40625,8877067.0,0.0010712820803066808,0.0,1.4975636786810675
Austria,758,1,2020-03-16,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.544107244526492,0.40625,8877067.0,0.009227634282641638,0.0,1.5181272190213402
Austria,2771,15,2020-03-23,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.544107244526492,0.40625,8877067.0,0.033733211869656964,2e-06,1.5799099155959204
Austria,5182,70,2020-03-30,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.544107244526492,0.40625,8877067.0,0.06308390613805932,8e-06,1.6539079689696476
Austria,3170,118,2020-04-06,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.544107244526492,0.40625,8877067.0,0.038590502211047484,1.3e-05,1.5921559642463219
Austria,1954,146,2020-04-13,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.544107244526492,0.40625,8877067.0,0.02378733164680971,1.6e-05,1.5548346731212894
Austria,773,102,2020-04-20,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.544107244526492,0.40625,8877067.0,0.009410239182693913,1.1e-05,1.518587596790152
Austria,479,90,2020-04-27,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.544107244526492,0.40625,8877067.0,0.00583118314166932,1e-05,1.5095641925214356
Austria,349,56,2020-05-04,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.544107244526492,0.40625,8877067.0,0.0042486073412162685,6e-06,1.5055742518583974
Austria,249,20,2020-05-11,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.544107244526492,0.40625,8877067.0,0.0030312413408677672,2e-06,1.5025050667329838
Austria,367,11,2020-05-18,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.544107244526492,0.40625,8877067.0,0.004467733221278998,1e-06,1.5061267051809724
Austria,285,11,2020-05-25,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.544107244526492,0.40625,8877067.0,0.003469493100993228,1e-06,1.5036099733781327
Austria,203,28,2020-06-01,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.544107244526492,0.40625,8877067.0,0.002471252980707457,3e-06,1.5010932415752933
Austria,226,4,2020-06-08,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.544107244526492,0.40625,8877067.0,0.002751247160787612,0.0,1.5017991541541387
Austria,170,5,2020-06-15,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.544107244526492,0.40625,8877067.0,0.002069522200592452,1e-06,1.500080410483907
Austria,247,13,2020-06-22,0.6698113207547172,0.3549296755721989,0.4672754946727549,0.7902415074930446,0.7626321974148063,0.544107244526492,0.40625,8877067.0,0.0030068940208607974,1e-06,1.5024436830304755
