dateRep,cases,deaths,country,median_age,gdp_per_capita,diabetes_prevalence,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,testing_rate,positivity_rate,Population
14/06/2020,1052,107,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
13/06/2020,1017,131,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
12/06/2020,1199,76,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
11/06/2020,1158,164,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
10/06/2020,1099,195,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
09/06/2020,721,47,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
08/06/2020,801,54,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
07/06/2020,1120,143,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
06/06/2020,1243,258,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
05/06/2020,1356,130,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
04/06/2020,1484,254,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
03/06/2020,1441,249,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
02/06/2020,1079,86,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
01/06/2020,1125,60,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
31/05/2020,1527,154,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
30/05/2020,1760,274,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
29/05/2020,1835,343,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
28/05/2020,1672,422,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
27/05/2020,1624,131,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
26/05/2020,1364,104,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
25/05/2020,1527,379,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
24/05/2020,2062,220,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
23/05/2020,2574,291,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
22/05/2020,2718,273,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
21/05/2020,3052,328,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
20/05/2020,2589,500,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
19/05/2020,1838,146,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
18/05/2020,2079,67,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
17/05/2020,2526,411,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
16/05/2020,2628,350,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
15/05/2020,3307,352,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
14/05/2020,3402,447,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
13/05/2020,3586,614,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
12/05/2020,2329,187,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
11/05/2020,2157,217,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
10/05/2020,3063,275,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
09/05/2020,3767,579,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
08/05/2020,3827,458,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
07/05/2020,3682,647,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
06/05/2020,3389,726,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
05/05/2020,2982,272,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
04/05/2020,3229,253,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
03/05/2020,4737,584,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
02/05/2020,4966,698,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
01/05/2020,5442,634,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
30/04/2020,4729,769,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
29/04/2020,4706,969,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
28/04/2020,3473,320,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
27/04/2020,3748,364,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
26/04/2020,4970,815,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
25/04/2020,5158,1010,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
24/04/2020,5487,682,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
23/04/2020,4760,847,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
22/04/2020,4854,1224,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
21/04/2020,3853,570,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
20/04/2020,4721,432,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
19/04/2020,4956,1105,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
18/04/2020,5292,913,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
17/04/2020,5065,1036,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
16/04/2020,4326,880,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
15/04/2020,4178,1076,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
14/04/2020,3489,724,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
13/04/2020,3579,657,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
12/04/2020,4313,843,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
11/04/2020,4858,1122,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
10/04/2020,5131,1116,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
09/04/2020,5450,1030,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
08/04/2020,5282,1105,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
07/04/2020,3592,567,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
06/04/2020,4020,599,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
05/04/2020,4911,756,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
04/04/2020,4868,736,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
03/04/2020,4913,657,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
02/04/2020,4514,672,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
01/04/2020,4273,403,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
31/03/2020,2858,374,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
30/03/2020,2822,212,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
29/03/2020,3197,292,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
28/03/2020,3087,288,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
27/03/2020,2692,181,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
26/03/2020,2375,191,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
25/03/2020,2338,148,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
24/03/2020,1378,76,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
23/03/2020,1198,36,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
22/03/2020,1255,58,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
21/03/2020,1055,32,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
20/03/2020,999,46,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
19/03/2020,769,34,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
18/03/2020,611,17,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
17/03/2020,442,22,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
16/03/2020,361,14,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
15/03/2020,478,19,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
14/03/2020,484,1,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
13/03/2020,406,2,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
12/03/2020,259,0,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
11/03/2020,148,4,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
10/03/2020,57,1,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
09/03/2020,60,0,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
08/03/2020,81,1,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
07/03/2020,51,1,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
06/03/2020,56,0,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
05/03/2020,55,0,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
04/03/2020,40,0,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
03/03/2020,22,0,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
02/03/2020,5,0,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
01/03/2020,12,0,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
29/02/2020,8,0,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
28/02/2020,4,0,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
27/02/2020,5,0,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
26/02/2020,2,0,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
25/02/2020,0,0,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
24/02/2020,0,0,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
23/02/2020,1,0,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
22/02/2020,0,0,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
21/02/2020,0,0,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
20/02/2020,0,0,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
19/02/2020,0,0,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
18/02/2020,0,0,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
17/02/2020,0,0,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
16/02/2020,0,0,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
15/02/2020,0,0,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
14/02/2020,0,0,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
13/02/2020,1,0,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
12/02/2020,0,0,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
11/02/2020,1,0,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
10/02/2020,4,0,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
09/02/2020,0,0,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
08/02/2020,0,0,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
07/02/2020,1,0,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
06/02/2020,0,0,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
05/02/2020,1,0,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
04/02/2020,0,0,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
03/02/2020,0,0,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
02/02/2020,0,0,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
01/02/2020,2,0,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
31/01/2020,0,0,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
30/01/2020,0,0,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
29/01/2020,0,0,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
28/01/2020,0,0,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
27/01/2020,0,0,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
26/01/2020,0,0,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
25/01/2020,0,0,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
24/01/2020,0,0,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
23/01/2020,0,0,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
22/01/2020,0,0,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
21/01/2020,0,0,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
20/01/2020,0,0,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
19/01/2020,0,0,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
18/01/2020,0,0,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
17/01/2020,0,0,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
16/01/2020,0,0,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
15/01/2020,0,0,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
14/01/2020,0,0,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
13/01/2020,0,0,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
12/01/2020,0,0,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
11/01/2020,0,0,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
10/01/2020,0,0,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
09/01/2020,0,0,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
08/01/2020,0,0,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
07/01/2020,0,0,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
06/01/2020,0,0,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
05/01/2020,0,0,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
04/01/2020,0,0,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
03/01/2020,0,0,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
02/01/2020,0,0,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
01/01/2020,0,0,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
31/12/2019,0,0,United Kingdom,40.8,39753.244,4.28,,2.54,81.32,2709.985393,2.809326254,66834405.0
10/10/2020,5372,28,Italy,47.9,35220.084,4.78,,3.18,83.51,1154.814849,2.101311114,60297396.0
09/10/2020,4458,22,Italy,47.9,35220.084,4.78,,3.18,83.51,1154.814849,2.101311114,60297396.0
08/10/2020,3677,31,Italy,47.9,35220.084,4.78,,3.18,83.51,1154.814849,2.101311114,60297396.0
07/10/2020,2677,28,Italy,47.9,35220.084,4.78,,3.18,83.51,1154.814849,2.101311114,60297396.0
06/10/2020,2257,16,Italy,47.9,35220.084,4.78,,3.18,83.51,1154.814849,2.101311114,60297396.0
05/10/2020,2578,18,Italy,47.9,35220.084,4.78,,3.18,83.51,1154.814849,2.101311114,60297396.0
04/10/2020,2843,27,Italy,47.9,35220.084,4.78,,3.18,83.51,1154.814849,2.101311114,60297396.0
03/10/2020,2499,23,Italy,47.9,35220.084,4.78,,3.18,83.51,1154.814849,2.101311114,60297396.0
02/10/2020,2548,24,Italy,47.9,35220.084,4.78,,3.18,83.51,1154.814849,2.101311114,60297396.0
01/10/2020,1850,19,Italy,47.9,35220.084,4.78,,3.18,83.51,1154.814849,2.101311114,60297396.0
30/09/2020,1647,24,Italy,47.9,35220.084,4.78,,3.18,83.51,1154.814849,2.101311114,60297396.0
29/09/2020,1494,16,Italy,47.9,35220.084,4.78,,3.18,83.51,1154.814849,2.101311114,60297396.0
28/09/2020,1766,17,Italy,47.9,35220.084,4.78,,3.18,83.51,1154.814849,2.101311114,60297396.0
27/09/2020,1869,17,Italy,47.9,35220.084,4.78,,3.18,83.51,1154.814849,2.101311114,60297396.0
26/09/2020,1912,20,Italy,47.9,35220.084,4.78,,3.18,83.51,1154.814849,2.101311114,60297396.0
25/09/2020,1786,23,Italy,47.9,35220.084,4.78,,3.18,83.51,1154.814849,2.101311114,60297396.0
24/09/2020,1640,20,Italy,47.9,35220.084,4.78,,3.18,83.51,1154.814849,2.101311114,60297396.0
23/09/2020,1391,14,Italy,47.9,35220.084,4.78,,3.18,83.51,1154.814849,2.101311114,60297396.0
22/09/2020,1350,17,Italy,47.9,35220.084,4.78,,3.18,83.51,1154.814849,2.101311114,60297396.0
21/09/2020,1587,15,Italy,47.9,35220.084,4.78,,3.18,83.51,1154.814849,2.101311114,60297396.0
20/09/2020,1637,24,Italy,47.9,35220.084,4.78,,3.18,83.51,1154.814849,2.101311114,60297396.0
19/09/2020,1907,10,Italy,47.9,35220.084,4.78,,3.18,83.51,1154.814849,2.101311114,60297396.0
18/09/2020,1583,13,Italy,47.9,35220.084,4.78,,3.18,83.51,1154.814849,2.101311114,60297396.0
17/09/2020,1452,12,Italy,47.9,35220.084,4.78,,3.18,83.51,1154.814849,2.101311114,60297396.0
16/09/2020,1229,9,Italy,47.9,35220.084,4.78,,3.18,83.51,1154.814849,2.101311114,60297396.0
15/09/2020,1008,14,Italy,47.9,35220.084,4.78,,3.18,83.51,1154.814849,2.101311114,60297396.0
14/09/2020,1456,7,Italy,47.9,35220.084,4.78,,3.18,83.51,1154.814849,2.101311114,60297396.0
13/09/2020,1501,6,Italy,47.9,35220.084,4.78,,3.18,83.51,1154.814849,2.101311114,60297396.0
12/09/2020,1616,10,Italy,47.9,35220.084,4.78,,3.18,83.51,1154.814849,2.101311114,60297396.0
11/09/2020,1597,10,Italy,47.9,35220.084,4.78,,3.18,83.51,1154.814849,2.101311114,60297396.0
10/09/2020,1430,14,Italy,47.9,35220.084,4.78,,3.18,83.51,1154.814849,2.101311114,60297396.0
09/09/2020,1369,10,Italy,47.9,35220.084,4.78,,3.18,83.51,1154.814849,2.101311114,60297396.0
08/09/2020,1150,12,Italy,47.9,35220.084,4.78,,3.18,83.51,1154.814849,2.101311114,60297396.0
07/09/2020,1296,7,Italy,47.9,35220.084,4.78,,3.18,83.51,1154.814849,2.101311114,60297396.0
06/09/2020,1694,16,Italy,47.9,35220.084,4.78,,3.18,83.51,1154.814849,2.101311114,60297396.0
05/09/2020,1732,11,Italy,47.9,35220.084,4.78,,3.18,83.51,1154.814849,2.101311114,60297396.0
04/09/2020,1397,10,Italy,47.9,35220.084,4.78,,3.18,83.51,1154.814849,2.101311114,60297396.0
03/09/2020,1326,6,Italy,47.9,35220.084,4.78,,3.18,83.51,1154.814849,2.101311114,60297396.0
02/09/2020,975,8,Italy,47.9,35220.084,4.78,,3.18,83.51,1154.814849,2.101311114,60297396.0
01/09/2020,996,6,Italy,47.9,35220.084,4.78,,3.18,83.51,1154.814849,2.101311114,60297396.0
31/08/2020,1365,4,Italy,47.9,35220.084,4.78,,3.18,83.51,1154.814849,2.101311114,60297396.0
30/08/2020,1444,1,Italy,47.9,35220.084,4.78,,3.18,83.51,1154.814849,2.101311114,60297396.0
29/08/2020,1460,9,Italy,47.9,35220.084,4.78,,3.18,83.51,1154.814849,2.101311114,60297396.0
28/08/2020,1409,5,Italy,47.9,35220.084,4.78,,3.18,83.51,1154.814849,2.101311114,60297396.0
27/08/2020,1366,13,Italy,47.9,35220.084,4.78,,3.18,83.51,1154.814849,2.101311114,60297396.0
26/08/2020,876,4,Italy,47.9,35220.084,4.78,,3.18,83.51,1154.814849,2.101311114,60297396.0
25/08/2020,953,4,Italy,47.9,35220.084,4.78,,3.18,83.51,1154.814849,2.101311114,60297396.0
24/08/2020,1209,7,Italy,47.9,35220.084,4.78,,3.18,83.51,1154.814849,2.101311114,60297396.0
23/08/2020,1071,3,Italy,47.9,35220.084,4.78,,3.18,83.51,1154.814849,2.101311114,60297396.0
22/08/2020,947,9,Italy,47.9,35220.084,4.78,,3.18,83.51,1154.814849,2.101311114,60297396.0
21/08/2020,840,6,Italy,47.9,35220.084,4.78,,3.18,83.51,1154.814849,2.101311114,60297396.0
20/08/2020,642,7,Italy,47.9,35220.084,4.78,,3.18,83.51,1154.814849,2.101311114,60297396.0
19/08/2020,401,5,Italy,47.9,35220.084,4.78,,3.18,83.51,1154.814849,2.101311114,60297396.0
18/08/2020,320,4,Italy,47.9,35220.084,4.78,,3.18,83.51,1154.814849,2.101311114,60297396.0
17/08/2020,477,4,Italy,47.9,35220.084,4.78,,3.18,83.51,1154.814849,2.101311114,60297396.0
16/08/2020,629,158,Italy,47.9,35220.084,4.78,,3.18,83.51,1154.814849,2.101311114,60297396.0
15/08/2020,574,3,Italy,47.9,35220.084,4.78,,3.18,83.51,1154.814849,2.101311114,60297396.0
14/08/2020,522,6,Italy,47.9,35220.084,4.78,,3.18,83.51,1154.814849,2.101311114,60297396.0
13/08/2020,476,10,Italy,47.9,35220.084,4.78,,3.18,83.51,1154.814849,2.101311114,60297396.0
12/08/2020,412,6,Italy,47.9,35220.084,4.78,,3.18,83.51,1154.814849,2.101311114,60297396.0
11/08/2020,259,4,Italy,47.9,35220.084,4.78,,3.18,83.51,1154.814849,2.101311114,60297396.0
10/08/2020,463,2,Italy,47.9,35220.084,4.78,,3.18,83.51,1154.814849,2.101311114,60297396.0
09/08/2020,347,13,Italy,47.9,35220.084,4.78,,3.18,83.51,1154.814849,2.101311114,60297396.0
08/08/2020,552,3,Italy,47.9,35220.084,4.78,,3.18,83.51,1154.814849,2.101311114,60297396.0
07/08/2020,401,6,Italy,47.9,35220.084,4.78,,3.18,83.51,1154.814849,2.101311114,60297396.0
06/08/2020,384,10,Italy,47.9,35220.084,4.78,,3.18,83.51,1154.814849,2.101311114,60297396.0
05/08/2020,190,5,Italy,47.9,35220.084,4.78,,3.18,83.51,1154.814849,2.101311114,60297396.0
04/08/2020,159,12,Italy,47.9,35220.084,4.78,,3.18,83.51,1154.814849,2.101311114,60297396.0
03/08/2020,238,8,Italy,47.9,35220.084,4.78,,3.18,83.51,1154.814849,2.101311114,60297396.0
02/08/2020,295,5,Italy,47.9,35220.084,4.78,,3.18,83.51,1154.814849,2.101311114,60297396.0
01/08/2020,379,9,Italy,47.9,35220.084,4.78,,3.18,83.51,1154.814849,2.101311114,60297396.0
31/07/2020,382,3,Italy,47.9,35220.084,4.78,,3.18,83.51,1154.814849,2.101311114,60297396.0
30/07/2020,288,6,Italy,47.9,35220.084,4.78,,3.18,83.51,1154.814849,2.101311114,60297396.0
29/07/2020,202,11,Italy,47.9,35220.084,4.78,,3.18,83.51,1154.814849,2.101311114,60297396.0
