dateRep,cases,deaths,country,median_age,gdp_per_capita,diabetes_prevalence,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,testing_rate,positivity_rate,Population
18/08/2020,493,19,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
17/08/2020,3015,1,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
16/08/2020,3310,3,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
15/08/2020,2846,18,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
14/08/2020,2669,17,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
13/08/2020,2524,17,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
12/08/2020,1397,14,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
11/08/2020,4854,16,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
10/08/2020,0,0,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
09/08/2020,0,0,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
08/08/2020,2288,12,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
07/08/2020,1604,7,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
06/08/2020,1695,9,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
05/08/2020,1039,2,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
04/08/2020,3376,29,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
03/08/2020,0,0,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
02/08/2020,0,0,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
01/08/2020,1346,11,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
31/07/2020,1377,16,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
30/07/2020,1392,15,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
29/07/2020,725,14,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
28/07/2020,2551,17,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
27/07/2020,0,0,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
26/07/2020,0,0,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
25/07/2020,1130,10,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
24/07/2020,1062,10,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
23/07/2020,998,7,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
22/07/2020,584,0,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
21/07/2020,2080,13,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
20/07/2020,0,0,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
19/07/2020,0,0,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
18/07/2020,836,14,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
17/07/2020,534,18,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
16/07/2020,927,91,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
15/07/2020,0,0,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
14/07/2020,1625,25,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
13/07/2020,0,0,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
12/07/2020,0,0,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
11/07/2020,658,25,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
10/07/2020,621,14,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
09/07/2020,663,32,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
08/07/2020,475,13,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
07/07/2020,1375,27,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
06/07/2020,0,0,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
05/07/2020,0,0,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
04/07/2020,582,18,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
03/07/2020,659,14,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
02/07/2020,918,18,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
01/07/2020,541,30,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
30/06/2020,1324,35,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
29/06/2020,0,0,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
28/06/2020,0,0,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
27/06/2020,1588,26,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
26/06/2020,0,21,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
25/06/2020,81,11,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
24/06/2020,517,57,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
23/06/2020,373,23,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
22/06/2020,284,7,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
21/06/2020,641,16,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
20/06/2020,811,14,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
19/06/2020,467,28,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
18/06/2020,458,28,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
17/06/2020,344,111,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
16/06/2020,152,29,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
15/06/2020,407,9,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
14/06/2020,526,24,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
13/06/2020,726,28,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
12/06/2020,425,27,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
11/06/2020,545,23,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
10/06/2020,403,87,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
09/06/2020,211,54,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
08/06/2020,343,13,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
07/06/2020,579,31,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
06/06/2020,611,46,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
05/06/2020,767,44,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
04/06/2020,352,81,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
03/06/2020,-766,107,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
02/06/2020,338,31,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
01/06/2020,257,31,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
31/05/2020,1828,57,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
30/05/2020,597,52,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
29/05/2020,3325,66,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
28/05/2020,191,66,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
27/05/2020,276,98,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
26/05/2020,358,65,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
25/05/2020,115,35,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
24/05/2020,240,43,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
23/05/2020,403,74,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
22/05/2020,318,83,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
21/05/2020,418,110,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
20/05/2020,524,125,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
19/05/2020,492,186,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
18/05/2020,120,68,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
17/05/2020,372,88,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
16/05/2020,563,130,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
15/05/2020,622,351,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
14/05/2020,507,83,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
13/05/2020,708,348,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
12/05/2020,456,263,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
11/05/2020,209,70,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
10/05/2020,433,80,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
09/05/2020,642,243,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
08/05/2020,629,178,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
07/05/2020,4183,278,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
06/05/2020,1104,330,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
05/05/2020,576,306,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
04/05/2020,308,135,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
03/05/2020,794,166,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
02/05/2020,604,218,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
01/05/2020,1139,289,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
30/04/2020,1607,427,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
29/04/2020,1065,367,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
28/04/2020,1195,437,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
27/04/2020,461,242,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
26/04/2020,1537,369,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
25/04/2020,1773,389,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
24/04/2020,1653,516,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
23/04/2020,1827,544,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
22/04/2020,2667,531,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
21/04/2020,2051,547,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
20/04/2020,785,395,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
19/04/2020,2569,642,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
18/04/2020,405,761,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
17/04/2020,2641,753,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
16/04/2020,2633,1438,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
15/04/2020,5497,762,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
14/04/2020,2673,574,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
13/04/2020,1613,561,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
12/04/2020,3114,635,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
11/04/2020,4342,987,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
10/04/2020,4286,1341,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
09/04/2020,3881,541,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
08/04/2020,3777,1417,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
07/04/2020,3912,833,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
06/04/2020,1873,518,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
05/04/2020,4267,1053,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
04/04/2020,5233,2004,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
03/04/2020,2116,471,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
02/04/2020,4861,509,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
01/04/2020,7578,499,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
31/03/2020,4376,418,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
30/03/2020,2599,292,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
29/03/2020,4611,319,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
28/03/2020,3809,299,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
27/03/2020,3922,365,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
26/03/2020,2931,231,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
25/03/2020,2446,240,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
24/03/2020,3838,186,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
23/03/2020,1559,112,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
22/03/2020,1847,112,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
21/03/2020,1617,78,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
20/03/2020,1861,128,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
19/03/2020,1404,69,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
18/03/2020,1097,27,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
17/03/2020,1210,21,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
16/03/2020,924,36,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
15/03/2020,838,12,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
14/03/2020,785,18,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
13/03/2020,595,13,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
12/03/2020,497,15,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
11/03/2020,372,3,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
10/03/2020,286,11,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
09/03/2020,410,9,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
08/03/2020,103,1,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
07/03/2020,190,2,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
06/03/2020,138,3,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
05/03/2020,73,0,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
04/03/2020,34,1,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
03/03/2020,48,1,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
02/03/2020,30,0,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
01/03/2020,43,0,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
29/02/2020,19,0,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
28/02/2020,21,0,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
27/02/2020,3,1,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
26/02/2020,2,0,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
25/02/2020,0,0,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
24/02/2020,0,0,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
23/02/2020,0,0,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
22/02/2020,0,0,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
21/02/2020,0,0,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
20/02/2020,0,0,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
19/02/2020,0,0,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
18/02/2020,0,0,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
17/02/2020,1,0,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
16/02/2020,0,0,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
15/02/2020,0,1,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
14/02/2020,0,0,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
13/02/2020,0,0,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
12/02/2020,0,0,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
11/02/2020,0,0,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
10/02/2020,0,0,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
09/02/2020,0,0,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
08/02/2020,5,0,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
07/02/2020,0,0,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
06/02/2020,0,0,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
05/02/2020,0,0,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
04/02/2020,0,0,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
03/02/2020,0,0,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
02/02/2020,0,0,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
01/02/2020,0,0,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
31/01/2020,1,0,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
30/01/2020,1,0,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
29/01/2020,1,0,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
28/01/2020,0,0,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
27/01/2020,0,0,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
26/01/2020,0,0,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
25/01/2020,3,0,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
24/01/2020,0,0,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
23/01/2020,0,0,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
22/01/2020,0,0,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
21/01/2020,0,0,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
20/01/2020,0,0,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
19/01/2020,0,0,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
18/01/2020,0,0,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
17/01/2020,0,0,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
16/01/2020,0,0,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
15/01/2020,0,0,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
14/01/2020,0,0,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
13/01/2020,0,0,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
12/01/2020,0,0,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
11/01/2020,0,0,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
10/01/2020,0,0,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
09/01/2020,0,0,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
08/01/2020,0,0,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
07/01/2020,0,0,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
06/01/2020,0,0,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
05/01/2020,0,0,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
04/01/2020,0,0,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
03/01/2020,0,0,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
02/01/2020,0,0,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
01/01/2020,0,0,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
31/12/2019,0,0,France,42.0,38605.671,4.77,,5.98,82.66,1379.864525,9.21955213,67059887.0
10/10/2020,4721,15,Germany,46.6,45229.245,8.31,,8.0,81.33,1307.550338,1.104265429,83132799.0
09/10/2020,4516,11,Germany,46.6,45229.245,8.31,,8.0,81.33,1307.550338,1.104265429,83132799.0
08/10/2020,4058,16,Germany,46.6,45229.245,8.31,,8.0,81.33,1307.550338,1.104265429,83132799.0
07/10/2020,2828,16,Germany,46.6,45229.245,8.31,,8.0,81.33,1307.550338,1.104265429,83132799.0
06/10/2020,2639,12,Germany,46.6,45229.245,8.31,,8.0,81.33,1307.550338,1.104265429,83132799.0
05/10/2020,1382,5,Germany,46.6,45229.245,8.31,,8.0,81.33,1307.550338,1.104265429,83132799.0
04/10/2020,2279,2,Germany,46.6,45229.245,8.31,,8.0,81.33,1307.550338,1.104265429,83132799.0
03/10/2020,2563,19,Germany,46.6,45229.245,8.31,,8.0,81.33,1307.550338,1.104265429,83132799.0
02/10/2020,2673,8,Germany,46.6,45229.245,8.31,,8.0,81.33,1307.550338,1.104265429,83132799.0
01/10/2020,2503,12,Germany,46.6,45229.245,8.31,,8.0,81.33,1307.550338,1.104265429,83132799.0
30/09/2020,1798,17,Germany,46.6,45229.245,8.31,,8.0,81.33,1307.550338,1.104265429,83132799.0
29/09/2020,2089,11,Germany,46.6,45229.245,8.31,,8.0,81.33,1307.550338,1.104265429,83132799.0
28/09/2020,1192,3,Germany,46.6,45229.245,8.31,,8.0,81.33,1307.550338,1.104265429,83132799.0
27/09/2020,1410,5,Germany,46.6,45229.245,8.31,,8.0,81.33,1307.550338,1.104265429,83132799.0
26/09/2020,2507,9,Germany,46.6,45229.245,8.31,,8.0,81.33,1307.550338,1.104265429,83132799.0
25/09/2020,2153,15,Germany,46.6,45229.245,8.31,,8.0,81.33,1307.550338,1.104265429,83132799.0
24/09/2020,2143,19,Germany,46.6,45229.245,8.31,,8.0,81.33,1307.550338,1.104265429,83132799.0
23/09/2020,1769,13,Germany,46.6,45229.245,8.31,,8.0,81.33,1307.550338,1.104265429,83132799.0
22/09/2020,1821,10,Germany,46.6,45229.245,8.31,,8.0,81.33,1307.550338,1.104265429,83132799.0
21/09/2020,922,0,Germany,46.6,45229.245,8.31,,8.0,81.33,1307.550338,1.104265429,83132799.0
20/09/2020,1345,2,Germany,46.6,45229.245,8.31,,8.0,81.33,1307.550338,1.104265429,83132799.0
19/09/2020,2297,6,Germany,46.6,45229.245,8.31,,8.0,81.33,1307.550338,1.104265429,83132799.0
18/09/2020,1916,7,Germany,46.6,45229.245,8.31,,8.0,81.33,1307.550338,1.104265429,83132799.0
17/09/2020,2194,3,Germany,46.6,45229.245,8.31,,8.0,81.33,1307.550338,1.104265429,83132799.0
16/09/2020,1901,6,Germany,46.6,45229.245,8.31,,8.0,81.33,1307.550338,1.104265429,83132799.0
15/09/2020,1407,12,Germany,46.6,45229.245,8.31,,8.0,81.33,1307.550338,1.104265429,83132799.0
14/09/2020,927,1,Germany,46.6,45229.245,8.31,,8.0,81.33,1307.550338,1.104265429,83132799.0
